Reaction ID	Fluxes	Equation(ID)
ACETYL-COA-CARBOXYLTRANSFER-RXN	5.0	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
PEPCARBOX-RXN	5.0	C00288 + C00074 --> C00036 + C00009
RXN0-5224	-10.0	C00288 + C00080 <=> C00011 + C00001
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	5.0	C04022 --> C00511 + C00580 + C00080
RXN-8974	5.0	C00222 + C00005 + C00080 --> C00006 + C01013
MALONATE-COA-TRANSFERASE-RXN	-5.0	C00024 + C00383 <=> C00033 + C00083
RXN-15632-L-LACTATE/NADP//PYRUVATE/NADPH/PROTON.38.	5.0	C00186 + C00006 <=> C00005 + C00080 + C00022
OXALOACETASE-RXN	5.0	C00036 + C00001 --> C00033 + C00209 + C00080
RXN-10937	-5.0	C04022 + C00001 <=> C00580 + C00080 + C01013
PEPDEPHOS-RXN	5.0	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-781	-5.0	C00827 <=> C00894 + C00001
RXN-10985	5.0	C00511 + C00010 + C00080 --> C00894 + C00001
PROPIONLACT-RXN	-5.0	C00186 + C00100 <=> C00827 + C00163
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN-MALONATE-S-ALD/NADP/WATER//MALONATE/NADPH/PROTON.49.	-5.0	C00222 + C00006 + C00001 <=> C00383 + C00005 + 2.0 C00080
PROPANOATECOA-LIGASE-RXN	-5.0	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
