reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.78673877046067 kilojoule / mole	-23.67190123573964 kilojoule / mole	-21.82111881376032 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	5.0 millimolar / second	13.702958804193713 kilojoule / mole	13.971282213702121 kilojoule / mole	31.086119748423155 kilojoule / mole	5.032490771699241 kilojoule / mole	0.0
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	5.0 millimolar / second	-14.252751544061766 kilojoule / mole	-14.252751631873991 kilojoule / mole	2.8620859028470425 kilojoule / mole	-13.81103777344213 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	3.3145033393246277 kilojoule / mole	3.3145033393246277 kilojoule / mole	19.833429413409263 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	5.0 millimolar / second	19.553457280967425 kilojoule / mole	19.474238658548277 kilojoule / mole	19.474238658548277 kilojoule / mole	10.900226376500248 kilojoule / mole	0.0
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	5.0 millimolar / second	0.38238536041012594 kilojoule / mole	0.37819272508674223 kilojoule / mole	0.37819272508674223 kilojoule / mole	25.250158509479977 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-52.027241848537486 kilojoule / mole	-52.027241848537486 kilojoule / mole	-29.440482494202666 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	109.11289346793106 kilojoule / mole	109.11289346793106 kilojoule / mole	29.243651619316655 kilojoule / mole	1.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	5.0 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353466692072832 kilojoule / mole	-8.353466692072832 kilojoule / mole	-4.743866435870552 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	0.9213483540772626 kilojoule / mole	0.0
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	2.966296366448984 kilojoule / mole	0.0
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	5.0 millimolar / second	9.83954537311729 kilojoule / mole	16.116691501219925 kilojoule / mole	16.116691501219925 kilojoule / mole	-21.539375064643203 kilojoule / mole	0.0
RXN-8960	C00001 + C06028 = C06027	5.0 millimolar / second	3.686969438274673 kilojoule / mole	3.651989487217005 kilojoule / mole	3.651989487217005 kilojoule / mole	5.405857581441772 kilojoule / mole	0.0
RXN-8890	C11062 = C00001 + C00877	5.0 millimolar / second	-10.85361710774373 kilojoule / mole	-10.802223114490138 kilojoule / mole	-10.802223114490138 kilojoule / mole	-7.502163006214673 kilojoule / mole	0.0
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-13.722125140340044 kilojoule / mole	-13.722125140340044 kilojoule / mole	12.891658515297674 kilojoule / mole	0.0
RXN-8961	C06027 = C00048 + C00100	5.0 millimolar / second	15.049597135861177 kilojoule / mole	15.04334268384849 kilojoule / mole	-2.071494850872543 kilojoule / mole	-6.5423528299420575 kilojoule / mole	0.0
RXN-8889	C00024 + C00989 = C00033 + C11062	5.0 millimolar / second	-21.03144552020285 kilojoule / mole	-20.98731980792133 kilojoule / mole	-20.98731980792133 kilojoule / mole	-7.974245811438423 kilojoule / mole	0.0
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	5.0 millimolar / second	11.058348804426032 kilojoule / mole	11.004616651873432 kilojoule / mole	-6.1102208828476 kilojoule / mole	17.342062868983174 kilojoule / mole	0.0
