reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	5.0 millimolar / second	-40.836293713945 kilojoule / mole	-40.793429000167016 kilojoule / mole	-23.67859146544598 kilojoule / mole	-8.810932076286461 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	5.0 millimolar / second	34.15490275679191 kilojoule / mole	34.298631917044204 kilojoule / mole	34.298631917044204 kilojoule / mole	29.372277766907107 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	5.0 millimolar / second	0.5321601063815251 kilojoule / mole	2.93886386620261 kilojoule / mole	2.93886386620261 kilojoule / mole	16.712828310960518 kilojoule / mole	0.0
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NADP/WATER//4-NITROQUINOLINE-N-OXIDE/NADPH/PROTON.82.	C00001 + 2 C00006 + C04050 = 2 C00005 + 2 C00080 + C03474	2.5 millimolar / second	201.9455101639078 kilojoule / mole	142.25038497353685 kilojoule / mole	142.25038497353685 kilojoule / mole	32.06585425364763 kilojoule / mole	0.0
1.7.1.9-RXN-4-HYDROXYAMINOQUINOLINE-N-OXIDE/NAD/WATER//4-NITROQUINOLINE-N-OXIDE/NADH/PROTON.80.	2 C00004 + 2 C00080 + C03474 = C00001 + 2 C00003 + C04050	2.5 millimolar / second	-202.2066202319104 kilojoule / mole	-142.53326310304496 kilojoule / mole	-142.53326310304496 kilojoule / mole	-42.641307979423594 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-52.58913648863747 kilojoule / mole	-69.70397402335851 kilojoule / mole	-104.11608946511647 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	5.0 millimolar / second	-71.86862986103537 kilojoule / mole	-54.705983711729225 kilojoule / mole	-54.705983711729225 kilojoule / mole	-29.573074451621004 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	5.0 millimolar / second	131.89141496345414 kilojoule / mole	112.18817288875277 kilojoule / mole	112.18817288875277 kilojoule / mole	32.31893105710016 kilojoule / mole	1.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.0562218371718313 kilojoule / mole	-2.0562218371718313 kilojoule / mole	-0.5476390175698669 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.1546330345992546 kilojoule / mole	-0.1546330345992546 kilojoule / mole	1.4569608169002193 kilojoule / mole	0.0
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	5.0 millimolar / second	4.750656085799669 kilojoule / mole	4.756608674180897 kilojoule / mole	4.756608674180897 kilojoule / mole	13.11515318609766 kilojoule / mole	0.0
