reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-7.962862790901255 kilojoule / mole	-7.962862790901255 kilojoule / mole	-8.227377927941346 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.51093485772401 kilojoule / mole	-32.24666680147438 kilojoule / mole	-32.24666680147438 kilojoule / mole	-20.969091183061945 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.21207820767204 kilojoule / mole	-5.21207820767204 kilojoule / mole	-17.22132204695443 kilojoule / mole	0.0
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	C04022 = C00080 + C00511 + C00580	5.0 millimolar / second	23.086903788577487 kilojoule / mole	30.06686428173116 kilojoule / mole	12.952026747010127 kilojoule / mole	7.689847607940611 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916467 kilojoule / mole	-23.328792504133133 kilojoule / mole	-23.328792504133133 kilojoule / mole	-10.837818036127508 kilojoule / mole	0.0
MALONATE-COA-TRANSFERASE-RXN	C00033 + C00083 = C00024 + C00383	5.0 millimolar / second	11.612711003881216 kilojoule / mole	18.38807001492721 kilojoule / mole	18.38807001492721 kilojoule / mole	12.69954573749224 kilojoule / mole	0.0
RXN-15632-L-LACTATE/NADP//PYRUVATE/NADPH/PROTON.38.	C00006 + C00186 = C00005 + C00022 + C00080	5.0 millimolar / second	26.62810029219453 kilojoule / mole	26.633347047250126 kilojoule / mole	26.633347047250126 kilojoule / mole	16.42306537024293 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-54.186541153541114 kilojoule / mole	-71.30137868826215 kilojoule / mole	-79.22272348629197 kilojoule / mole	0.0
RXN-10937	C00080 + C00580 + C01013 = C00001 + C04022	5.0 millimolar / second	-12.91449810826839 kilojoule / mole	-19.810346822738573 kilojoule / mole	-2.695509288017541 kilojoule / mole	8.286118712406008 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.5833233583064 kilojoule / mole	27.530781383817633 kilojoule / mole	27.530781383817633 kilojoule / mole	12.577178651517688 kilojoule / mole	0.0
RXN-781	C00001 + C00894 = C00827	5.0 millimolar / second	-2.092265197749839 kilojoule / mole	-0.060913675633220254 kilojoule / mole	-0.060913675633220254 kilojoule / mole	11.719877759724806 kilojoule / mole	0.0
RXN-10985	C00010 + C00080 + C00511 = C00001 + C00894	5.0 millimolar / second	27.014379715700215 kilojoule / mole	19.79992997325872 kilojoule / mole	36.914767507979754 kilojoule / mole	19.79992996415214 kilojoule / mole	1.0
PROPIONLACT-RXN	C00163 + C00827 = C00100 + C00186	5.0 millimolar / second	9.6653217450571 kilojoule / mole	11.900464747540006 kilojoule / mole	11.900464747540006 kilojoule / mole	12.330251793077823 kilojoule / mole	0.0
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN-MALONATE-S-ALD/NADP/WATER//MALONATE/NADPH/PROTON.49.	C00005 + 2 C00080 + C00383 = C00001 + C00006 + C00222	5.0 millimolar / second	30.411077020696723 kilojoule / mole	26.7795869342796 kilojoule / mole	26.7795869342796 kilojoule / mole	17.38707521762166 kilojoule / mole	0.0
PROPANOATECOA-LIGASE-RXN	C00008 + C00009 + C00100 = C00002 + C00010 + C00163	5.0 millimolar / second	-11.805902603180584 kilojoule / mole	-8.989694692256755 kilojoule / mole	-8.989694692256755 kilojoule / mole	8.83660297715809 kilojoule / mole	0.0
