reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-8.048245590099665 kilojoule / mole	-8.048245590099665 kilojoule / mole	-3.1360552296942177 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417367 kilojoule / mole	-4.700069492159887 kilojoule / mole	-4.700069492159887 kilojoule / mole	-7.392273461490127 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	10.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.2139096239650735 kilojoule / mole	-5.2139096239650735 kilojoule / mole	-15.85907854787365 kilojoule / mole	0.0
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	C04022 = C00080 + C00511 + C00580	2.5 millimolar / second	23.086903788577487 kilojoule / mole	29.422788623745046 kilojoule / mole	12.307951089024012 kilojoule / mole	7.717448607267548 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916467 kilojoule / mole	-23.328727270287917 kilojoule / mole	-23.328727270287917 kilojoule / mole	3.8946052298966514 kilojoule / mole	0.0
MALONATE-COA-TRANSFERASE-RXN	C00033 + C00083 = C00024 + C00383	2.5 millimolar / second	11.612711003881216 kilojoule / mole	18.894145576997214 kilojoule / mole	18.894145576997214 kilojoule / mole	11.46033025633247 kilojoule / mole	0.0
RXN-15632-L-LACTATE/NADP//PYRUVATE/NADPH/PROTON.38.	C00006 + C00186 = C00005 + C00022 + C00080	5.0 millimolar / second	26.628100292194517 kilojoule / mole	26.6337378279791 kilojoule / mole	26.6337378279791 kilojoule / mole	8.225672801079249 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-54.30895383196151 kilojoule / mole	-71.42379136668254 kilojoule / mole	-78.76074501319937 kilojoule / mole	0.0
RXN-10937	C00080 + C00580 + C01013 = C00001 + C04022	2.5 millimolar / second	-12.91449810826839 kilojoule / mole	-19.159971084792218 kilojoule / mole	-2.045133550071185 kilojoule / mole	10.69189939855979 kilojoule / mole	0.0
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	2.5 millimolar / second	-60.756130241744586 kilojoule / mole	-65.58556392940059 kilojoule / mole	-65.58556392940059 kilojoule / mole	-57.841607876812596 kilojoule / mole	0.0
RXN-781	C00001 + C00894 = C00827	5.0 millimolar / second	-2.092265197749839 kilojoule / mole	0.09086155718190358 kilojoule / mole	0.09086155718190358 kilojoule / mole	9.526155420713692 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	2.5 millimolar / second	9.907933190874928 kilojoule / mole	13.758338167012441 kilojoule / mole	-3.356499367708592 kilojoule / mole	3.965381714396779 kilojoule / mole	0.0
RXN-10985	C00010 + C00080 + C00511 = C00001 + C00894	2.5 millimolar / second	27.014379715700215 kilojoule / mole	19.261056300532626 kilojoule / mole	36.37589383525366 kilojoule / mole	19.26105629530241 kilojoule / mole	1.0
PROPIONLACT-RXN	C00163 + C00827 = C00100 + C00186	2.5 millimolar / second	9.66532174505707 kilojoule / mole	12.067426115973298 kilojoule / mole	12.067426115973298 kilojoule / mole	9.578084146483592 kilojoule / mole	0.0
RXN-15724	C00033 + C00827 = C00024 + C00186	2.5 millimolar / second	2.6100752276759067 kilojoule / mole	7.823428743755305 kilojoule / mole	7.823428743755305 kilojoule / mole	-0.6436497826106082 kilojoule / mole	0.0
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN-MALONATE-S-ALD/NAD/WATER//MALONATE/NADH/PROTON.47.	C00004 + 2 C00080 + C00383 = C00001 + C00003 + C00222	2.5 millimolar / second	30.280521986695703 kilojoule / mole	26.378061534952863 kilojoule / mole	26.378061534952863 kilojoule / mole	16.132863739205817 kilojoule / mole	0.0
PROPCOASYN-RXN	C00080 + C00100 + C04253 = C00894 + ETF__45__Reduced	2.5 millimolar / second	-2.968629861199588 kilojoule / mole	-10.417782831107134 kilojoule / mole	-10.417782831107134 kilojoule / mole	-11.646120692591518 kilojoule / mole	0.0
PROPANOATECOA-LIGASE-RXN	C00008 + C00009 + C00100 = C00002 + C00010 + C00163	2.5 millimolar / second	-11.805902603180783 kilojoule / mole	-8.779349115569586 kilojoule / mole	-8.779349115569586 kilojoule / mole	0.34941096491419854 kilojoule / mole	0.0
