reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	5.0 millimolar / second	34.15490275679191 kilojoule / mole	21.96182339183902 kilojoule / mole	21.96182339183902 kilojoule / mole	-7.11313684297949 kilojoule / mole	0.07408
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-34.386840431838664 kilojoule / mole	-17.27200289711763 kilojoule / mole	-7.1131368428899115 kilojoule / mole	0.07408
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	5.0 millimolar / second	-14.252751544061766 kilojoule / mole	-14.25275020400951 kilojoule / mole	2.8620873307115238 kilojoule / mole	-7.113136842982115 kilojoule / mole	0.07408
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	5.0 millimolar / second	3.8108873820314386 kilojoule / mole	3.7918241790153626 kilojoule / mole	3.7918241790153626 kilojoule / mole	-7.113136842269414 kilojoule / mole	0.09255
RXN0-7075	C00033 + C00313 = C00024 + C00209	5.0 millimolar / second	19.553457280967212 kilojoule / mole	13.66352616840822 kilojoule / mole	13.66352616840822 kilojoule / mole	-7.113136842881049 kilojoule / mole	0.07408
RXN-17394	C00013 + C00022 = C00009 + C00074 + C00080	5.0 millimolar / second	37.931184835943235 kilojoule / mole	37.86979716987641 kilojoule / mole	37.86979716987641 kilojoule / mole	-7.113136842269218 kilojoule / mole	0.09255
RXN0-6562	C00001 + C03232 = C00009 + C00168	5.0 millimolar / second	-17.216717711750917 kilojoule / mole	-17.119025948580987 kilojoule / mole	-34.233863483302024 kilojoule / mole	-7.113136843878442 kilojoule / mole	0.05562
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	5.0 millimolar / second	-2.7069868415694742 kilojoule / mole	-4.224965787140075 kilojoule / mole	-4.224965787140075 kilojoule / mole	-7.113136842986707 kilojoule / mole	0.07408
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00065 + C00101 = C00001 + C00037 + C00143	5.0 millimolar / second	-6.75949647425108 kilojoule / mole	-6.741373749539251 kilojoule / mole	-6.741373749539251 kilojoule / mole	-7.1131368429859885 kilojoule / mole	0.07408
RXN-15513	C00631 = C00197	5.0 millimolar / second	-4.52040798250934 kilojoule / mole	-4.547570917899263 kilojoule / mole	-4.547570917899263 kilojoule / mole	-7.113136842268782 kilojoule / mole	0.09255
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00037 + C00168 = C00048 + C00065	5.0 millimolar / second	4.275614090443526 kilojoule / mole	4.263707277197899 kilojoule / mole	4.263707277197899 kilojoule / mole	-7.113136842984923 kilojoule / mole	0.07408
ACETATE-KINASE-PYROPHOSPHATE-RXN	C00009 + C00227 = C00013 + C00033	5.0 millimolar / second	-23.977499123722254 kilojoule / mole	-23.954507050003368 kilojoule / mole	-23.954507050003368 kilojoule / mole	-7.113136842988698 kilojoule / mole	0.07408
PGLYCDEHYDROG-RXN	C00003 + C00197 = C00004 + C00080 + C03232	5.0 millimolar / second	33.927608269133714 kilojoule / mole	33.8946021365146 kilojoule / mole	33.8946021365146 kilojoule / mole	-7.113136842986144 kilojoule / mole	0.07408
