reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8957	C00005 + C00011 + C00877 = C00006 + C18026	5.0 millimolar / second	-39.850515858687686 kilojoule / mole	-36.85489391481509 kilojoule / mole	-19.740056380094053 kilojoule / mole	-10.377597757042397 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	5.0 millimolar / second	-32.510934857724 kilojoule / mole	-32.380521597078825 kilojoule / mole	-32.380521597078825 kilojoule / mole	-25.697339087220612 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.304726568063199 kilojoule / mole	-5.304726568063199 kilojoule / mole	-21.69970417697622 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-53.56794114279186 kilojoule / mole	-70.6827786775129 kilojoule / mole	-74.79070839496282 kilojoule / mole	0.0
RXN-11667	C01144 = C00001 + C00877	5.0 millimolar / second	3.27591793251122 kilojoule / mole	3.2759189449017487 kilojoule / mole	3.2759189449017487 kilojoule / mole	-7.464089176231958 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	5.0 millimolar / second	27.583323358306416 kilojoule / mole	27.544620497807898 kilojoule / mole	27.544620497807898 kilojoule / mole	-6.03374597093808 kilojoule / mole	0.0
RXN-11662	C00004 + C00080 + C00332 = C00003 + C01144	5.0 millimolar / second	-16.889474845328778 kilojoule / mole	-16.889474522484186 kilojoule / mole	-16.889474522484186 kilojoule / mole	-7.9194813269842985 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	5.0 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-4.905410048408114 kilojoule / mole	0.2
RXN-8965	C00001 + C18323 = C01011	5.0 millimolar / second	-0.3988046682220556 kilojoule / mole	-4.3509145099302176 kilojoule / mole	-4.3509145099302176 kilojoule / mole	-4.905410048411614 kilojoule / mole	0.2
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	5.0 millimolar / second	7.059838100394472 kilojoule / mole	8.429032435461275 kilojoule / mole	-8.685805099259758 kilojoule / mole	-5.759660049297047 kilojoule / mole	0.0
ACETYL-COA-ACETYLTRANSFER-RXN	2 C00024 = C00010 + C00332	5.0 millimolar / second	24.96121615861489 kilojoule / mole	24.986160555958968 kilojoule / mole	24.986160555958968 kilojoule / mole	-6.185051897733047 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-4.905410048409004 kilojoule / mole	0.2
RXN-8958	C20238 = C18324	5.0 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-4.905410048407696 kilojoule / mole	0.2
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	5.0 millimolar / second	4.750656085799392 kilojoule / mole	4.8024676673292435 kilojoule / mole	4.8024676673292435 kilojoule / mole	-9.938354309495878 kilojoule / mole	0.0
RXN-8959	C00080 + C18324 = C06028	5.0 millimolar / second	-7.5268491326257845 kilojoule / mole	-8.766244042831513 kilojoule / mole	-8.766244042831513 kilojoule / mole	-4.905410048407327 kilojoule / mole	0.2
