reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	5.0 millimolar / second	-6.819476712687852 kilojoule / mole	-6.748231391829313 kilojoule / mole	-6.748231391829313 kilojoule / mole	-3.128401338519872 kilojoule / mole	0.0
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	5.0 millimolar / second	-14.212150054010706 kilojoule / mole	-7.699959354526953 kilojoule / mole	-7.699959354526953 kilojoule / mole	-21.52401933774331 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-5.52483342421053 kilojoule / mole	-5.52483342421053 kilojoule / mole	-13.441070420039082 kilojoule / mole	0.0
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	C04022 = C00080 + C00511 + C00580	5.0 millimolar / second	23.086903788577487 kilojoule / mole	30.8661168842131 kilojoule / mole	13.751279349492066 kilojoule / mole	9.464645596514043 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750601 kilojoule / mole	-31.023343906741204 kilojoule / mole	-31.023343906741204 kilojoule / mole	-29.283145354201494 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	5.0 millimolar / second	-23.328358352916467 kilojoule / mole	-17.33046473740331 kilojoule / mole	-17.33046473740331 kilojoule / mole	7.858520828084063 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	5.0 millimolar / second	61.21694462493679 kilojoule / mole	61.66964712620789 kilojoule / mole	61.66964712620789 kilojoule / mole	20.51194544679904 kilojoule / mole	0.15557
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	5.0 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.3743024754405386 kilojoule / mole	-3.3743024754405386 kilojoule / mole	7.997594294557668 kilojoule / mole	0.0
MALONATE-COA-TRANSFERASE-RXN	C00033 + C00083 = C00024 + C00383	5.0 millimolar / second	11.612711003881216 kilojoule / mole	17.70851149985579 kilojoule / mole	17.70851149985579 kilojoule / mole	13.245712706022617 kilojoule / mole	0.0
RXN-14264	C01352 + C03069 = C00016 + C00080 + C02939	2.5 millimolar / second	-34.586744073357295 kilojoule / mole	-32.39103333613921 kilojoule / mole	-32.39103333613921 kilojoule / mole	-34.37886179460069 kilojoule / mole	0.0
RXN0-2301	C00080 + C02939 + C04253 = C03069 + ETF__45__Reduced	2.5 millimolar / second	-7.5264780188538225 kilojoule / mole	-11.813057024570243 kilojoule / mole	-11.813057024570243 kilojoule / mole	-8.987607472356954 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-5.283719621567776 kilojoule / mole	-5.283719621567776 kilojoule / mole	0.699358220657456 kilojoule / mole	0.0
RXN-8568	C00004 + C00080 + C00894 = C00003 + C00100	5.0 millimolar / second	-60.554945208800746 kilojoule / mole	-58.39713766900699 kilojoule / mole	-58.39713766900699 kilojoule / mole	-27.997397655788035 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.547326318724856 kilojoule / mole	-53.21694040274421 kilojoule / mole	-70.33177793746523 kilojoule / mole	-75.26126368625287 kilojoule / mole	0.0
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	5.0 millimolar / second	-18.759583182588273 kilojoule / mole	-25.587962020555203 kilojoule / mole	-25.587962020555203 kilojoule / mole	-6.6096416166331275 kilojoule / mole	0.0
RXN-10937	C00080 + C00580 + C01013 = C00001 + C04022	5.0 millimolar / second	-12.91449810826839 kilojoule / mole	-14.088480896896357 kilojoule / mole	3.0263566378246765 kilojoule / mole	13.817779292751663 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00003 + C00149 = C00004 + C00036 + C00080	5.0 millimolar / second	29.558211165425092 kilojoule / mole	29.580829102412245 kilojoule / mole	29.580829102412245 kilojoule / mole	7.657118979237786 kilojoule / mole	0.0
RXN-10985	C00010 + C00080 + C00511 = C00001 + C00894	5.0 millimolar / second	27.014379715700215 kilojoule / mole	20.511945451592048 kilojoule / mole	37.62678298631308 kilojoule / mole	20.511945449772664 kilojoule / mole	0.68885
MALONATE-SEMIALDEHYDE-DEHYDROGENASE-RXN-MALONATE-S-ALD/NAD/WATER//MALONATE/NADH/PROTON.47.	C00004 + 2 C00080 + C00383 = C00001 + C00003 + C00222	5.0 millimolar / second	30.280521986695987 kilojoule / mole	13.58391882761224 kilojoule / mole	13.58391882761224 kilojoule / mole	20.51194544730315 kilojoule / mole	0.15557
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.519832192639427 kilojoule / mole	9.739899848936453 kilojoule / mole	-7.37493768578458 kilojoule / mole	-2.9802171213026387 kilojoule / mole	0.0
