reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	5.0 millimolar / second	-22.18646711534643 kilojoule / mole	-22.59585365616535 kilojoule / mole	-5.481016121444316 kilojoule / mole	-5.3154081536163496 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	1.3003956091039979 kilojoule / mole	1.3003956091039979 kilojoule / mole	-3.450229903518992 kilojoule / mole	0.00258
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	C00002 + C00058 + C00101 = C00008 + C00009 + C00234	5.0 millimolar / second	-2.6749541579215474 kilojoule / mole	-2.8271132118819353 kilojoule / mole	-2.8271132118819353 kilojoule / mole	-5.514911963351816 kilojoule / mole	0.0
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	2.5 millimolar / second	-14.252751544061312 kilojoule / mole	-14.252751539647248 kilojoule / mole	2.8620859950737847 kilojoule / mole	-5.165622451846516 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	2.5 millimolar / second	19.553457280967425 kilojoule / mole	19.87159747491632 kilojoule / mole	19.87159747491632 kilojoule / mole	-5.370350520441433 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-3.103934983040702 kilojoule / mole	-3.103934983040702 kilojoule / mole	-3.45022990000422 kilojoule / mole	0.00258
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	C00080 + C00234 = C00001 + C00445	5.0 millimolar / second	4.698385017943565 kilojoule / mole	4.674690842250133 kilojoule / mole	4.674690842250133 kilojoule / mole	-3.450229917535598 kilojoule / mole	0.00258
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	5.0 millimolar / second	-19.5963599999833 kilojoule / mole	-5.262180955312996 kilojoule / mole	11.852656579408038 kilojoule / mole	-3.450229903678192 kilojoule / mole	0.00258
1.6.99.5-RXN-NADH/CPD-9720/PROTON//NAD/CPD-12126.36.	C00004 + C00080 + C21526 = C00003 + CPD__45__12126	2.5 millimolar / second	-63.52357506999988 kilojoule / mole	-12.215974530566903 kilojoule / mole	-12.215974530566903 kilojoule / mole	-6.406717624531623 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	2.5 millimolar / second	-52.547326318724856 kilojoule / mole	-52.21082977284536 kilojoule / mole	-69.32566730756639 kilojoule / mole	-78.32384777309896 kilojoule / mole	0.0
1.12.5.1-RXN-CPD-9720/HYDROGEN-MOLECULE//CPD-12126.38.	CPD__45__12126 = C00282 + C21526	5.0 millimolar / second	99.09999999999599 kilojoule / mole	32.95605416177041 kilojoule / mole	15.841216627049377 kilojoule / mole	-3.450229437818038 kilojoule / mole	0.49485
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	C00005 + C00445 = C00006 + C00143	5.0 millimolar / second	-8.773132576010084 kilojoule / mole	-8.763624390393362 kilojoule / mole	-8.763624390393362 kilojoule / mole	-5.071598043909149 kilojoule / mole	0.0
RXNI-3-MAL/CPD-9720//OXALACETIC_ACID/CPD-12126.40.	C00149 + C21526 = C00036 + CPD__45__12126	2.5 millimolar / second	-33.96536390457479 kilojoule / mole	17.19294540546384 kilojoule / mole	17.19294540546384 kilojoule / mole	-3.4502294378327107 kilojoule / mole	0.49485
MALSYN-RXN	C00001 + C00024 + C00048 = C00010 + C00080 + C00149	2.5 millimolar / second	-35.811333743200976 kilojoule / mole	-35.517721864855694 kilojoule / mole	-35.517721864855694 kilojoule / mole	-15.632529969941443 kilojoule / mole	0.0
GLYCINE-DEHYDROGENASE-RXN	C00001 + C00003 + C00037 = C00004 + C00014 + C00048 + C00080	5.0 millimolar / second	45.01502113453762 kilojoule / mole	45.13927253731362 kilojoule / mole	28.02443500259259 kilojoule / mole	-4.669945643546738 kilojoule / mole	0.0
