Reaction ID	Fluxes	Equation(ID)
PYRUVATE-CARBOXYLASE-RXN	5.0	C00002 + C00288 + C00022 --> C00008 + C00036 + C00080 + C00009
RXN-13029	5.0	C00136 + C00011 --> C18026 + C00080
RXN0-5224	-5.0	C00288 + C00080 <=> C00011 + C00001
OXALOACETASE-RXN	5.0	C00036 + C00001 --> C00033 + C00209 + C00080
RXN-11667	5.0	C01144 <=> C00877 + C00001
RXN-11726	2.5	C00877 + C00005 + C00080 --> C00136 + C00006
RXN-11662	-2.5	C00003 + C01144 <=> C00332 + C00004 + C00080
RXN-13230	5.0	C06028 <=> C18323
RXN-8965	5.0	C18323 + C00001 --> C01011
CITRAMALYL-COA-LYASE-RXN	5.0	C01011 --> C00024 + C00022
ACETYL-COA-ACETYLTRANSFER-RXN	5.0	2.0 C00024 <=> C00332 + C00010
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	2.5	C00332 + C00005 + C00080 --> C00006 + C01144
RXN-16391	5.0	C18026 --> C20238
RXN-8958	5.0	C20238 --> C18324
BUTYRYL-COA-DEHYDROGENASE-RXN	2.5	C00877 + ETF__45__Reduced_c --> C00136 + C04253 + C00080
ACETATE--COA-LIGASE-ADP-FORMING-RXN	5.0	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
RXN-8959	5.0	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
