Reaction ID	Fluxes	Equation(ID)
PYRUVATE-DEHYDROGENASE-NADP+-RXN	5.0	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	5.0	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	5.0	C00010 + C00048 + C00006 <=> C00005 + C00313 + C00080
2PGADEHYDRAT-RXN	-5.0	C00631 <=> C00074 + C00001
RXN0-7075	-5.0	C00024 + C00209 <=> C00033 + C00313
RXN-17394	-5.0	C00074 + C00080 + C00009 <=> C00013 + C00022
RXN0-6562	5.0	C00001 + C03232 --> C00168 + C00009
RXN-7566	5.0	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	5.0	C00065 + C00101 <=> C00037 + C00143 + C00001
RXN-15513	5.0	C00631 <=> C00197
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	-5.0	C00048 + C00065 <=> C00037 + C00168
ACETATE-KINASE-PYROPHOSPHATE-RXN	-5.0	C00033 + C00013 <=> C00227 + C00009
PGLYCDEHYDROG-RXN	5.0	C00197 + C00003 <=> C00004 + C00080 + C03232
