reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	5.0 millimolar / second	-14.212150054010465 kilojoule / mole	-23.34278936006743 kilojoule / mole	-23.34278936006743 kilojoule / mole	-89.7174140452424 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	5.0 millimolar / second	1.7911890349712394 kilojoule / mole	-7.853746714505041 kilojoule / mole	-7.853746714505041 kilojoule / mole	-4.743025363997495 kilojoule / mole	0.1
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	5.0 millimolar / second	19.810021191652694 kilojoule / mole	18.87457880165635 kilojoule / mole	18.87457880165635 kilojoule / mole	-4.743025364061522 kilojoule / mole	0.1
GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN	C00006 + C00010 + C00048 = C00005 + C00080 + C00313	2.5 millimolar / second	-14.252751544061312 kilojoule / mole	-14.252751262965193 kilojoule / mole	2.8620862717558406 kilojoule / mole	-4.743025364101209 kilojoule / mole	0.1
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	5.0 millimolar / second	-39.55379493750618 kilojoule / mole	-42.51830349124383 kilojoule / mole	-42.51830349124383 kilojoule / mole	-62.89035035358609 kilojoule / mole	0.0
RXN0-7075	C00033 + C00313 = C00024 + C00209	2.5 millimolar / second	19.553457280967212 kilojoule / mole	8.346927228241329 kilojoule / mole	8.346927228241329 kilojoule / mole	-4.743025364022106 kilojoule / mole	0.1
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	5.0 millimolar / second	-3.556927433845864 kilojoule / mole	-3.218666034238477 kilojoule / mole	-3.218666034238477 kilojoule / mole	-4.743025364082996 kilojoule / mole	0.1
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	5.0 millimolar / second	-19.5963599999833 kilojoule / mole	-10.628054256469879 kilojoule / mole	6.4867832782511545 kilojoule / mole	-4.743025364060278 kilojoule / mole	0.1
RXN-12450	C00005 + C00080 + Oxidized__45__Factor__45__F420 = C00006 + C01080	5.0 millimolar / second	-1312.3328870355838 kilojoule / mole	-25.629807285371044 kilojoule / mole	-25.629807285371044 kilojoule / mole	-4.743025335066704 kilojoule / mole	0.2
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	5.0 millimolar / second	-1.7513499411736575 kilojoule / mole	-1.4722116876543736 kilojoule / mole	-1.4722116876543736 kilojoule / mole	-8.593176213450677 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	5.0 millimolar / second	-0.14907495812690286 kilojoule / mole	-0.021286901266164282 kilojoule / mole	-0.021286901266164282 kilojoule / mole	-9.412166215102271 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	2.5 millimolar / second	16.16223184156047 kilojoule / mole	16.162233644871254 kilojoule / mole	-0.9526038898497786 kilojoule / mole	-5.681725154434161 kilojoule / mole	0.0
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	2.5 millimolar / second	-52.547326318724856 kilojoule / mole	-60.299259329281256 kilojoule / mole	-77.41409686400229 kilojoule / mole	-93.04063696351537 kilojoule / mole	0.0
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	5.0 millimolar / second	-18.759583182588386 kilojoule / mole	-18.552258115988973 kilojoule / mole	-18.552258115988973 kilojoule / mole	-10.994155166838313 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	2.5 millimolar / second	-29.427656131423902 kilojoule / mole	-29.52449414719349 kilojoule / mole	-29.52449414719349 kilojoule / mole	-18.719127329918376 kilojoule / mole	0.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	5.0 millimolar / second	-2.1831111312283156 kilojoule / mole	-0.285270039935388 kilojoule / mole	-0.285270039935388 kilojoule / mole	-4.836539825735833 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	2.5 millimolar / second	-7.716096846263554 kilojoule / mole	-4.29039233366129 kilojoule / mole	-4.29039233366129 kilojoule / mole	-15.152972477123544 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C00091 = C01213	5.0 millimolar / second	8.353466868023588 kilojoule / mole	8.353467363797252 kilojoule / mole	8.353467363797252 kilojoule / mole	-4.887192719846883 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	5.0 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.15463248381982891 kilojoule / mole	-0.15463248381982891 kilojoule / mole	-4.879137483781321 kilojoule / mole	0.0
COENZYME-F420-HYDROGENASE-RXN	C01080 = C00282 + Oxidized__45__Factor__45__F420	5.0 millimolar / second	1348.0398669995811 kilojoule / mole	51.92010339404669 kilojoule / mole	34.80526585932557 kilojoule / mole	-4.7430253350673865 kilojoule / mole	0.2
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	5.0 millimolar / second	9.519832192639427 kilojoule / mole	9.81537587147525 kilojoule / mole	-7.299461663245784 kilojoule / mole	-8.520045484077851 kilojoule / mole	0.0
