reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	5.0 millimolar / second	-4.927611499417402 kilojoule / mole	-5.303608155162163 kilojoule / mole	-5.303608155162163 kilojoule / mole	-52.74675563644563 kilojoule / mole	0.0
GLUTACONYL-COA-DECARBOXYLASE-RXN	C00011 + C00877 = C00080 + C02411	5.0 millimolar / second	16.93297771257653 kilojoule / mole	7.794801055836617 kilojoule / mole	24.90963859055765 kilojoule / mole	-3.2314871042731603 kilojoule / mole	0.07312
RXN0-5224	C00001 + C00011 = C00080 + C00288	5.0 millimolar / second	-5.187235000808812 kilojoule / mole	-15.475504046758324 kilojoule / mole	-15.475504046758324 kilojoule / mole	-61.02804337944315 kilojoule / mole	0.0
RXN-1083	C00001 + C02411 = C03058	5.0 millimolar / second	0.4324579689143775 kilojoule / mole	-2.5710815579287094 kilojoule / mole	-2.5710815579287094 kilojoule / mole	-3.231487104074345 kilojoule / mole	0.14624
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	5.0 millimolar / second	1.9867945547151749 kilojoule / mole	-0.17662500049623686 kilojoule / mole	-0.17662500049623686 kilojoule / mole	-3.231487104380461 kilojoule / mole	0.06127
OXALOACETASE-RXN	C00001 + C00036 = C00033 + C00080 + C00209	5.0 millimolar / second	-52.54732631872473 kilojoule / mole	-49.82467697425184 kilojoule / mole	-66.93951450897286 kilojoule / mole	-91.95693855624793 kilojoule / mole	0.0
RXN-11667	C01144 = C00001 + C00877	5.0 millimolar / second	3.27591793251122 kilojoule / mole	3.719641844497267 kilojoule / mole	3.719641844497267 kilojoule / mole	-3.231487104298404 kilojoule / mole	0.07312
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	5.0 millimolar / second	6.9883666004500355 kilojoule / mole	6.622317578529878 kilojoule / mole	6.622317578529878 kilojoule / mole	-3.231487104298135 kilojoule / mole	0.07312
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	C00006 + C01087 = C00005 + C00026 + C00080	5.0 millimolar / second	27.227525159910243 kilojoule / mole	27.253862112636412 kilojoule / mole	27.253862112636412 kilojoule / mole	-3.2314871040739797 kilojoule / mole	0.14624
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	5.0 millimolar / second	4.48362875057893 kilojoule / mole	5.12354248638964 kilojoule / mole	-11.991295048331393 kilojoule / mole	-3.2314871043888527 kilojoule / mole	0.06127
GLUTDEHYD-RXN	C00005 + C00014 + C00026 + C00080 = C00001 + C00006 + C00025	5.0 millimolar / second	-36.35101950970184 kilojoule / mole	-36.373888793771044 kilojoule / mole	-19.25905125905001 kilojoule / mole	-3.231487104298089 kilojoule / mole	0.07312
ACETYL-COA-ACETYLTRANSFER-RXN	2 C00024 = C00010 + C00332	5.0 millimolar / second	24.96121615861489 kilojoule / mole	24.98054262567666 kilojoule / mole	24.98054262567666 kilojoule / mole	-3.2314871042622224 kilojoule / mole	0.07312
RXN-1082	C00033 + C03058 = C00024 + C01087	5.0 millimolar / second	3.852043659277342 kilojoule / mole	0.7174436857852338 kilojoule / mole	0.7174436857852338 kilojoule / mole	-3.231487104071456 kilojoule / mole	0.14624
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	C00005 + C00080 + C00332 = C00006 + C01144	5.0 millimolar / second	-16.75891981132736 kilojoule / mole	-16.452466220616348 kilojoule / mole	-16.452466220616348 kilojoule / mole	-3.2314871042984494 kilojoule / mole	0.07312
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	5.0 millimolar / second	4.750656085799392 kilojoule / mole	4.603891030978145 kilojoule / mole	4.603891030978145 kilojoule / mole	-6.041703132905111 kilojoule / mole	0.0
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	5.0 millimolar / second	-2.8760864197276987 kilojoule / mole	0.7804747781622083 kilojoule / mole	-16.334362756558825 kilojoule / mole	-7.379540156574347 kilojoule / mole	0.0
