reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.955031454203434 kilojoule / mole	-4.955031454203434 kilojoule / mole	-56.54758400455902 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-9.93252271222638 kilojoule / mole	7.182314822494654 kilojoule / mole	-12.484765899118772 kilojoule / mole	0.01065
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071570255 kilojoule / mole	26.727999033881808 kilojoule / mole	26.727999033881808 kilojoule / mole	-12.484765898886819 kilojoule / mole	0.01065
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.810021191652687 kilojoule / mole	19.766666932135934 kilojoule / mole	19.766666932135934 kilojoule / mole	-12.4847658781003 kilojoule / mole	0.04276
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-9.65651897740543 kilojoule / mole	-9.65651897740543 kilojoule / mole	-55.24367940608352 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.2211923333972474 kilojoule / mole	3.2211923333972474 kilojoule / mole	-12.484765871837677 kilojoule / mole	0.32673
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-51.02352429585619 kilojoule / mole	-68.13836183057722 kilojoule / mole	-41.674890239152134 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	3.33333 millimolar / second	-39.19559390302015 kilojoule / mole	-39.314243599366385 kilojoule / mole	-22.199406064645352 kilojoule / mole	-14.433202905461565 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338458854 kilojoule / mole	-15.491237155511977 kilojoule / mole	-15.491237155511977 kilojoule / mole	-12.484765877905884 kilojoule / mole	0.04276
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	3.33333 millimolar / second	-22.520671894942325 kilojoule / mole	-22.589763749030617 kilojoule / mole	-22.589763749030617 kilojoule / mole	-12.484766042236313 kilojoule / mole	0.00152
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-5.37094069778578 kilojoule / mole	-5.37094069778578 kilojoule / mole	-12.484765871838597 kilojoule / mole	0.32673
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.779938318312351 kilojoule / mole	-6.779938318312351 kilojoule / mole	-12.484765899098635 kilojoule / mole	0.01065
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.583323358306416 kilojoule / mole	27.645488686536304 kilojoule / mole	27.645488686536304 kilojoule / mole	-12.484765874479145 kilojoule / mole	0.08553
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.23644601678033 kilojoule / mole	3.1216084820592993 kilojoule / mole	-12.48476604502635 kilojoule / mole	0.00152
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339418 kilojoule / mole	21.948477318157256 kilojoule / mole	21.948477318157256 kilojoule / mole	-12.484766045111963 kilojoule / mole	0.00152
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	-1.8422491433564856 kilojoule / mole	-1.8422491433564856 kilojoule / mole	-12.484765877725724 kilojoule / mole	0.04276
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353470664217955 kilojoule / mole	-8.353470664217955 kilojoule / mole	-12.484765878110153 kilojoule / mole	0.04276
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	0.15465174948836435 kilojoule / mole	0.15465174948836435 kilojoule / mole	-12.48476587810292 kilojoule / mole	0.04276
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346666 kilojoule / mole	8.504748462475652 kilojoule / mole	-8.610089072245382 kilojoule / mole	-12.484765899130208 kilojoule / mole	0.01065
