Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-3.33333	C00815 <=> C01732 + C00001
RXN-15513	3.33333	C00631 <=> C00197
LACCOA-RXN	3.33333	C00256 + C00100 <=> C00827 + C00163
DLACTDEHYDROGNAD-RXN	3.33333	C00004 + C00080 + C00022 --> C00256 + C00003
METHYLASPARTATE-MUTASE-RXN	-3.33333	C03618 <=> C00025
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
LACTOYL-COA-DEHYDRATASE-RXN	3.33333	C00827 <=> C00894 + C00001
METHYLASPARTATE-AMMONIA-LYASE-RXN	3.33333	C03618 <=> C00014 + C01732
GLUTAMATE-DEHYDROGENASE-RXN	-3.33333	C00025 + C00003 + C00001 <=> C00014 + C00004 + C00080 + C00026
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
ACETATE--COA-LIGASE-ADP-FORMING-RXN	3.33333	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
PROPANOATECOA-LIGASE-RXN	3.33333	C00002 + C00010 + C00163 <=> C00008 + C00100 + C00009
CITRAMALATE-LYASE-RXN	3.33333	C00815 --> C00033 + C00022
