Reaction ID	Fluxes	Equation(ID)
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
ISOCITDEH-RXN	3.33333	C00011 + C00005 + C00026 --> C00006 + C00311
GLUTACONYL-COA-DECARBOXYLASE-RXN	3.33333	C00011 + C00877 --> C02411 + C00080
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
RXN-1083	-3.33333	C03058 <=> C02411 + C00001
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-15513	3.33333	C00631 <=> C00197
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	3.33333	C00006 + C01087 <=> C00005 + C00080 + C00026
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
ACETATEKIN-RXN	-3.33333	C00033 + C00002 <=> C00227 + C00008
RXN-1082	-3.33333	C00024 + C01087 <=> C00033 + C03058
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
RXN-8890	3.33333	C11062 <=> C00877 + C00001
RXN-11002	3.33333	C00005 + C00080 + C00232 --> C00006 + C00989
ISOCIT-CLEAV-RXN	3.33333	C00311 <=> C00048 + C00042
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
