Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
PYRUVATE-CARBOXYLASE-RXN	3.33333	C00002 + C00288 + C00022 --> C00008 + C00036 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
RXN-2881-FORMALDEHYDE/CPD-12994//CPD-12998/WATER.40.	3.33333	CPD__45__12994_c + C00067 --> CPD__45__12998_c + C00001
RXN0-5224	-6.66667	C00288 + C00080 <=> C00011 + C00001
RXN-16767	-3.33333	C00004 <=> C21424
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	3.33333	C00041 + C00109 <=> C02721 + C00022
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
RXN0-300	3.33333	C00005 + C00168 + C00080 --> C00258 + C00006
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-3.33333	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
GLYOHMETRANS-RXN-SER/CPD-12994//GLY/CPD-12998/WATER.35.	-3.33333	CPD__45__12994_c + C00065 <=> CPD__45__12998_c + C00037 + C00001
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	3.33333	C02721 + C00007 + C00001 --> C00067 + C00027 + C00041
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	3.33333	C00048 + C00065 <=> C00037 + C00168
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
GLY3KIN-RXN	3.33333	C00002 + C00258 --> C00008 + C00197 + C00080
