reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-5.983442410825985 kilojoule / mole	-5.983442410825985 kilojoule / mole	-41.439090398494294 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.51093485772401 kilojoule / mole	-32.18703567424317 kilojoule / mole	-32.18703567424317 kilojoule / mole	-36.31168561720894 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071569715 kilojoule / mole	16.56597120304386 kilojoule / mole	16.56597120304386 kilojoule / mole	-12.214486677392225 kilojoule / mole	0.05898
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-14.991379119908467 kilojoule / mole	-14.991379119908467 kilojoule / mole	-49.214655394744184 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.442856692008376 kilojoule / mole	3.442856692008376 kilojoule / mole	-12.214486672207368 kilojoule / mole	0.23461
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.512801636789472 kilojoule / mole	-23.512801636789472 kilojoule / mole	-26.796743679987674 kilojoule / mole	0.0
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	3.33333 millimolar / second	1.9867945547151749 kilojoule / mole	1.0407260570666983 kilojoule / mole	1.0407260570666983 kilojoule / mole	-12.214486677102618 kilojoule / mole	0.05898
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-5.052046671910723 kilojoule / mole	-5.052046671910723 kilojoule / mole	-12.214486672299863 kilojoule / mole	0.23461
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	3.33333 millimolar / second	6.9883666004500355 kilojoule / mole	6.7305140108562105 kilojoule / mole	6.7305140108562105 kilojoule / mole	-12.214486677252415 kilojoule / mole	0.05898
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	6.66667 millimolar / second	27.5833233583064 kilojoule / mole	27.621641753308314 kilojoule / mole	27.621641753308314 kilojoule / mole	-12.214486677336215 kilojoule / mole	0.05898
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	3.33333 millimolar / second	-60.75613024174572 kilojoule / mole	-51.821402842277294 kilojoule / mole	-51.821402842277294 kilojoule / mole	-36.85359733451268 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	-7.10781245705701 kilojoule / mole	-7.10781245705701 kilojoule / mole	-12.214486676832973 kilojoule / mole	0.05898
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.907933190874758 kilojoule / mole	7.4988896738608615 kilojoule / mole	-9.615947860860171 kilojoule / mole	-32.35222570688943 kilojoule / mole	0.0
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	3.33333 millimolar / second	4.48362875057893 kilojoule / mole	4.354692715258252 kilojoule / mole	-12.76014481946278 kilojoule / mole	-12.214486677217547 kilojoule / mole	0.05898
GLUTDEHYD-RXN	C00005 + C00014 + C00026 + C00080 = C00001 + C00006 + C00025	3.33333 millimolar / second	-36.35101950970204 kilojoule / mole	-36.49547582921277 kilojoule / mole	-19.38063829449174 kilojoule / mole	-12.21448667736083 kilojoule / mole	0.05898
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.524917376343947 kilojoule / mole	-8.524917376343947 kilojoule / mole	-12.214486677387633 kilojoule / mole	0.05898
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	-0.016803337146339636 kilojoule / mole	-0.016803337146339636 kilojoule / mole	-12.214486677368111 kilojoule / mole	0.05898
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	3.33333 millimolar / second	4.750656085799633 kilojoule / mole	4.84165965932679 kilojoule / mole	4.84165965932679 kilojoule / mole	-14.296840895449822 kilojoule / mole	0.0
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	3.33333 millimolar / second	-2.8760864197276987 kilojoule / mole	-2.230867636254127 kilojoule / mole	-19.34570517097516 kilojoule / mole	-13.543092874796862 kilojoule / mole	0.0
