reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.510934857724 kilojoule / mole	-32.59083348233634 kilojoule / mole	-32.59083348233634 kilojoule / mole	-24.060770150234625 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417594 kilojoule / mole	-4.981840275947623 kilojoule / mole	-4.981840275947623 kilojoule / mole	-26.43108958212072 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679235 kilojoule / mole	34.34011292581844 kilojoule / mole	34.34011292581844 kilojoule / mole	14.150768984769337 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/CPD-12994//CPD-12998/WATER.40.	C00067 + CPD__45__12994 = C00001 + CPD__45__12998	3.33333 millimolar / second	-114.39787252853021 kilojoule / mole	-58.6590523599758 kilojoule / mole	-41.54421482525477 kilojoule / mole	-29.529957610609642 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-5.110307622765527 kilojoule / mole	-5.110307622765527 kilojoule / mole	-40.67437058862831 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.6334485471786855 kilojoule / mole	3.6334485471786855 kilojoule / mole	16.85620672222944 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.57151619476036 kilojoule / mole	34.12513514663977 kilojoule / mole	34.12513514663977 kilojoule / mole	15.456079198652473 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-62.923288994364796 kilojoule / mole	-80.03812652908583 kilojoule / mole	-75.42144560989009 kilojoule / mole	0.0
RXN0-300	C00005 + C00080 + C00168 = C00006 + C00258	3.33333 millimolar / second	-31.099817012040205 kilojoule / mole	-31.08470735799786 kilojoule / mole	-31.08470735799786 kilojoule / mole	-5.767055268122799 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.326148937021344 kilojoule / mole	-39.32624149866597 kilojoule / mole	-22.21140396394494 kilojoule / mole	19.467209362760997 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	3.33333 millimolar / second	-22.39011686094136 kilojoule / mole	-22.38544173861847 kilojoule / mole	-22.38544173861847 kilojoule / mole	6.427498214408455 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/CPD-12994//GLY/CPD-12998/WATER.35.	C00001 + C00037 + CPD__45__12998 = C00065 + CPD__45__12994	3.33333 millimolar / second	95.8020902952324 kilojoule / mole	40.101713860057515 kilojoule / mole	40.101713860057515 kilojoule / mole	18.8740311863681 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	16.16223190536616 kilojoule / mole	-0.9526056293548758 kilojoule / mole	-2.413734805925687 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	3.33333 millimolar / second	-68.9962422617597 kilojoule / mole	-46.352345617628956 kilojoule / mole	-63.46718315234999 kilojoule / mole	-34.05102781931092 kilojoule / mole	0.0
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00048 + C00065 = C00037 + C00168	3.33333 millimolar / second	-4.27561409044354 kilojoule / mole	-4.207158002245214 kilojoule / mole	-4.207158002245214 kilojoule / mole	6.263320612300723 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.583323358306416 kilojoule / mole	27.60899320638873 kilojoule / mole	27.60899320638873 kilojoule / mole	-2.370319431886093 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.413636590241435 kilojoule / mole	-29.413636590241435 kilojoule / mole	-8.382691079948925 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.34505364911177 kilojoule / mole	3.230216114390735 kilojoule / mole	18.47191529677002 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	3.33333 millimolar / second	131.89141496345414 kilojoule / mole	106.50173751877276 kilojoule / mole	106.50173751877276 kilojoule / mole	26.632495677045167 kilojoule / mole	1.0
