reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.522711480122501 kilojoule / mole	-6.522711480122501 kilojoule / mole	-48.87178755559909 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.51093485772401 kilojoule / mole	-32.51710377554714 kilojoule / mole	-32.51710377554714 kilojoule / mole	-35.51914655919154 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	34.22465042332508 kilojoule / mole	34.22465042332508 kilojoule / mole	-10.625447969931281 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-5.04256121975422 kilojoule / mole	-5.04256121975422 kilojoule / mole	-52.231187641253236 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.82535188600576 kilojoule / mole	3.82535188600576 kilojoule / mole	-10.500986169494317 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.346120124694473 kilojoule / mole	-23.346120124694473 kilojoule / mole	-16.220611955536874 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-4.499042047914617 kilojoule / mole	-4.499042047914617 kilojoule / mole	-10.540722123693616 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	16.492682386688365 kilojoule / mole	-0.6221551480326679 kilojoule / mole	-10.596284305006368 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	6.66667 millimolar / second	27.5833233583064 kilojoule / mole	27.647983102248887 kilojoule / mole	27.647983102248887 kilojoule / mole	-10.693399957883033 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.46271461641661 kilojoule / mole	-29.46271461641661 kilojoule / mole	-17.191239593650632 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	3.33333 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-10.017463191713855 kilojoule / mole	0.32138
RXN-8965	C00001 + C18323 = C01011	3.33333 millimolar / second	-0.3988046682220556 kilojoule / mole	-2.702481150259726 kilojoule / mole	-2.702481150259726 kilojoule / mole	-10.017463191730384 kilojoule / mole	0.32138
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	3.33333 millimolar / second	-60.75613024174572 kilojoule / mole	-55.173831439299825 kilojoule / mole	-55.173831439299825 kilojoule / mole	-25.726150976186993 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.907933190874758 kilojoule / mole	9.739944602516093 kilojoule / mole	-7.37489293220494 kilojoule / mole	-17.73816747595611 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	3.33333 millimolar / second	-7.716096846263554 kilojoule / mole	-6.693316749060314 kilojoule / mole	-6.693316749060314 kilojoule / mole	-14.025914821665353 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	3.33333 millimolar / second	7.059838100394472 kilojoule / mole	9.018984681377272 kilojoule / mole	-8.09585285334376 kilojoule / mole	-14.053020816066848 kilojoule / mole	0.0
RXN-8960	C06027 = C00001 + C06028	3.33333 millimolar / second	-3.686969438274673 kilojoule / mole	-4.530125047721605 kilojoule / mole	-4.530125047721605 kilojoule / mole	-10.017463191753265 kilojoule / mole	0.32138
RXN-8961	C00048 + C00100 = C06027	3.33333 millimolar / second	-15.049597135861177 kilojoule / mole	-21.427354918982772 kilojoule / mole	-4.312517384261737 kilojoule / mole	-10.01746320421284 kilojoule / mole	0.03585
