Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	3.33333	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	3.33333	C00002 + C00058 + C00101 --> C00008 + C00009 + C00234
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
PHOSGLYPHOS-RXN	3.33333	C00002 + C00197 <=> C00008 + C00236
RXN0-300	3.33333	C00005 + C00168 + C00080 --> C00258 + C00006
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	-3.33333	C00001 + C00445 <=> C00080 + C00234
1.2.7.6-RXN	3.33333	C00118 + 2.0 C00139 + C00001 --> C00197 + 3.0 C00080 + 2.0 C00138
1.2.1.13-RXN	3.33333	C00236 + C00005 + C00080 --> C00118 + C00006 + C00009
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	-3.33333	C00065 + C00101 <=> C00037 + C00143 + C00001
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	-3.33333	C00143 + C00006 <=> C00005 + C00445
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	3.33333	C00048 + C00065 <=> C00037 + C00168
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
2.1.3.1-RXN	3.33333	C00683 + C00022 <=> C00036 + C00100
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
GLY3KIN-RXN	3.33333	C00002 + C00258 --> C00008 + C00197 + C00080
