reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.718454991142995 kilojoule / mole	-4.718454991142995 kilojoule / mole	-37.830185885875316 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679235 kilojoule / mole	27.19082302187295 kilojoule / mole	27.19082302187295 kilojoule / mole	-18.482182254428018 kilojoule / mole	0.05589
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	3.33333 millimolar / second	1.7911890349710688 kilojoule / mole	8.0641771297282 kilojoule / mole	8.0641771297282 kilojoule / mole	-19.147048912180157 kilojoule / mole	0.0
FORMATETHFLIG-RXN-CPD-1301/ATP/FORMATE//CPD-17116/ADP/Pi.39.	C00002 + C00058 + C04144 = C00008 + C00009 + CPD__45__17116	3.33333 millimolar / second	496.7218147871347 kilojoule / mole	38.50467536537775 kilojoule / mole	38.50467536537775 kilojoule / mole	-18.48218221203399 kilojoule / mole	0.16647
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-10.328965673430123 kilojoule / mole	-10.328965673430123 kilojoule / mole	-33.94326310573098 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	3.33333 millimolar / second	19.31563986192012 kilojoule / mole	19.331530986190156 kilojoule / mole	19.331530986190156 kilojoule / mole	-19.887986747538076 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.556927433845864 kilojoule / mole	-13.740541236706878 kilojoule / mole	-13.740541236706878 kilojoule / mole	-18.48218225463335 kilojoule / mole	0.05589
METHENYLTHFCYCLOHYDRO-RXN-CPD-17112/WATER//CPD-17116/PROTON.34.	C00080 + CPD__45__17116 = C00001 + CPD__45__17112	3.33333 millimolar / second	-156.64808757596512 kilojoule / mole	-31.932457337637373 kilojoule / mole	-31.932457337637373 kilojoule / mole	-18.482182202119645 kilojoule / mole	0.16647
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	3.33333 millimolar / second	-26.098062187153445 kilojoule / mole	-26.517955113351878 kilojoule / mole	-26.517955113351878 kilojoule / mole	-20.251723254768798 kilojoule / mole	0.0
1.2.1.13-RXN	C00005 + C00080 + C00236 = C00006 + C00009 + C00118	3.33333 millimolar / second	-4.472156458657167 kilojoule / mole	-4.605882523305585 kilojoule / mole	-21.720720058026618 kilojoule / mole	-30.978863105938355 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/CPD-1301//GLY/CPD-12996/WATER.34.	C00001 + C00037 + CPD__45__12996 = C00065 + C04144	3.33333 millimolar / second	-276.6709124169074 kilojoule / mole	-13.891706740889106 kilojoule / mole	-13.891706740889106 kilojoule / mole	-18.48218221205161 kilojoule / mole	0.16647
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	10.972413260963698 kilojoule / mole	-6.142424273757335 kilojoule / mole	-18.482182254522403 kilojoule / mole	0.05589
METHYLENETHFDEHYDROG-NADP-RXN-CPD-12996/NADP//CPD-17112/NADPH.32.	C00005 + CPD__45__17112 = C00006 + CPD__45__12996	3.33333 millimolar / second	-63.39302003599869 kilojoule / mole	3.203410561299279 kilojoule / mole	3.203410561299279 kilojoule / mole	-18.48218220546073 kilojoule / mole	0.16647
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00048 + C00065 = C00037 + C00168	3.33333 millimolar / second	-4.275614090443554 kilojoule / mole	-8.42559114747531 kilojoule / mole	-8.42559114747531 kilojoule / mole	-18.482182249962595 kilojoule / mole	0.16647
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.58746396660439 kilojoule / mole	-29.58746396660439 kilojoule / mole	-34.69906292869419 kilojoule / mole	0.0
GLYCERATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00168 = C00003 + C00258	3.33333 millimolar / second	-31.23037204604134 kilojoule / mole	-31.024433006762813 kilojoule / mole	-31.024433006762813 kilojoule / mole	-25.20188726914585 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	3.33333 millimolar / second	-7.716096846263554 kilojoule / mole	0.13181598826782892 kilojoule / mole	0.13181598826782892 kilojoule / mole	-22.64143955271659 kilojoule / mole	0.0
GLY3KIN-RXN	C00002 + C00258 = C00008 + C00080 + C00197	3.33333 millimolar / second	-12.845717259245646 kilojoule / mole	-12.460192341031949 kilojoule / mole	-12.460192341031949 kilojoule / mole	-34.862760862543986 kilojoule / mole	0.0
