Reaction ID	Fluxes	Equation(ID)
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
ISOCITDEH-RXN	3.33333	C00011 + C00005 + C00026 --> C00006 + C00311
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	3.33333	C00002 + C00058 + C00101 --> C00008 + C00009 + C00234
HYDGLUTSYN-RXN	3.33333	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
2.6.1.35-RXN	3.33333	C00037 + C00036 <=> C00048 + C00049
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	-3.33333	C00001 + C00445 <=> C00080 + C00234
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
RXN-14103	3.33333	C00016 + C00080 + C02630 <=> C01352 + C00026
RXN-15513	3.33333	C00631 <=> C00197
RXN-14047	-3.33333	C00158 <=> C00311
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	-3.33333	C00143 + C00006 <=> C00005 + C00445
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
