reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-41.5166652008203 kilojoule / mole	-24.401827666099262 kilojoule / mole	-32.17549531581984 kilojoule / mole	0.0
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-5.658686858253148 kilojoule / mole	-5.658686858253148 kilojoule / mole	-50.0584619433961 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	29.200272188358852 kilojoule / mole	29.200272188358852 kilojoule / mole	-12.833142262080273 kilojoule / mole	0.02465
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-10.93308704190419 kilojoule / mole	-10.93308704190419 kilojoule / mole	-56.30104401276251 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	2.9333641701834785 kilojoule / mole	2.9333641701834785 kilojoule / mole	-12.833142260147662 kilojoule / mole	0.41371
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.357638648024285 kilojoule / mole	-23.357638648024285 kilojoule / mole	-15.263215543905764 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-5.779865310983215 kilojoule / mole	-5.779865310983215 kilojoule / mole	-12.833142260151714 kilojoule / mole	0.41371
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	16.162280821350553 kilojoule / mole	-0.9525567133704818 kilojoule / mole	-12.833142262110831 kilojoule / mole	0.02465
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.8721054259986785 kilojoule / mole	-6.8721054259986785 kilojoule / mole	-12.833142262205202 kilojoule / mole	0.02465
RXN-9086	C00002 + C00010 + C01013 = C00013 + C00020 + C05668	3.33333 millimolar / second	1.9662286516722816 kilojoule / mole	2.449295964572859 kilojoule / mole	2.449295964572859 kilojoule / mole	-15.001040866917577 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	3.33333 millimolar / second	-29.55821116542461 kilojoule / mole	-29.54220022495667 kilojoule / mole	-29.54220022495667 kilojoule / mole	-14.03381160905972 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.58332335830646 kilojoule / mole	27.732813281958727 kilojoule / mole	27.732813281958727 kilojoule / mole	-12.833142262001308 kilojoule / mole	0.02465
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.90793319087453 kilojoule / mole	8.07650260185431 kilojoule / mole	-9.038334932866723 kilojoule / mole	-16.751877343878316 kilojoule / mole	0.0
RXN-8964	C00091 + C00149 = C00042 + C04348	3.33333 millimolar / second	-5.964746905090124 kilojoule / mole	-9.304268984655398 kilojoule / mole	-9.304268984655398 kilojoule / mole	-12.8331422621098 kilojoule / mole	0.02465
RXN-6383	C05668 = C00001 + C00894	3.33333 millimolar / second	-2.297968718618222 kilojoule / mole	-2.124015584735569 kilojoule / mole	-2.124015584735569 kilojoule / mole	-14.772264784357384 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-10.971094996957017 kilojoule / mole	-10.971094996957017 kilojoule / mole	-12.833142262202093 kilojoule / mole	0.02465
ISOCIT-CLEAV-RXN	C00042 + C00048 = C00311	3.33333 millimolar / second	-9.51983219263957 kilojoule / mole	-10.271084150185743 kilojoule / mole	6.843753384535289 kilojoule / mole	-12.833142262229508 kilojoule / mole	0.02465
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346922 kilojoule / mole	8.512930905961845 kilojoule / mole	-8.601906628759188 kilojoule / mole	-16.99115249403403 kilojoule / mole	0.0
