reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.979700866060135 kilojoule / mole	-4.979700866060135 kilojoule / mole	-29.91399797597931 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679235 kilojoule / mole	34.3328061582785 kilojoule / mole	34.3328061582785 kilojoule / mole	14.184954309404041 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-22.093369937389348 kilojoule / mole	-4.978532402668314 kilojoule / mole	11.138612354877246 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	3.33333 millimolar / second	-25.355278707548877 kilojoule / mole	-25.341664660258502 kilojoule / mole	-8.226827125537469 kilojoule / mole	1.5875459904634392 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-5.113342508247925 kilojoule / mole	-5.113342508247925 kilojoule / mole	-38.6481337022095 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.511093711056871 kilojoule / mole	3.511093711056871 kilojoule / mole	14.472920693735766 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.8220381300593447 kilojoule / mole	3.8220381300593447 kilojoule / mole	3.2041568891030208 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	3.33333 millimolar / second	-8.878981560285837 kilojoule / mole	-8.88042784254563 kilojoule / mole	-8.88042784254563 kilojoule / mole	1.4261955429635937 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.57151619476036 kilojoule / mole	34.142769947427034 kilojoule / mole	34.142769947427034 kilojoule / mole	16.478262824123945 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.20180363413033 kilojoule / mole	-62.93430442188941 kilojoule / mole	-80.04914195661044 kilojoule / mole	-75.89833582332619 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	C00005 + C00014 + C00036 + C00080 = C00001 + C00006 + C00049	3.33333 millimolar / second	-39.19559390302015 kilojoule / mole	-39.182210824686784 kilojoule / mole	-22.06737328996575 kilojoule / mole	9.054206987030364 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	3.33333 millimolar / second	-22.520671894942552 kilojoule / mole	-22.529650965849886 kilojoule / mole	-22.529650965849886 kilojoule / mole	19.175511260629005 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	3.33333 millimolar / second	-2.7069868415694742 kilojoule / mole	-2.71104074367909 kilojoule / mole	-2.71104074367909 kilojoule / mole	17.960305823871522 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-4.506294849141312 kilojoule / mole	-4.506294849141312 kilojoule / mole	-2.3155189688141933 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	3.33333 millimolar / second	-68.9962422617597 kilojoule / mole	-47.24572662196132 kilojoule / mole	-64.36056415668236 kilojoule / mole	-39.722537238082474 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.583323358306416 kilojoule / mole	27.607980308814497 kilojoule / mole	27.607980308814497 kilojoule / mole	-1.4570926854967452 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.345057078891816 kilojoule / mole	3.2302195441707817 kilojoule / mole	20.764586421912426 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	3.33333 millimolar / second	131.89141496345414 kilojoule / mole	107.50343436245197 kilojoule / mole	107.50343436245197 kilojoule / mole	27.634192532527315 kilojoule / mole	1.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339418 kilojoule / mole	22.27428478036474 kilojoule / mole	22.27428478036474 kilojoule / mole	19.786498282959982 kilojoule / mole	0.0
