Reaction ID	Fluxes	Equation(ID)
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
RXN0-5224	-6.66667	C00288 + C00080 <=> C00011 + C00001
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
RXN-15513	3.33333	C00631 <=> C00197
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
PEPDEPHOS-RXN	6.66667	C00002 + C00022 --> C00008 + C00074 + C00080
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
RXN-8968	3.33333	C00002 + C00010 + C00005 + C00080 + C01013 --> C00020 + C00006 + C00013 + C00100 + C00001
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
RXN-8960	3.33333	C06027 <=> C06028 + C00001
RXN-8961	-3.33333	C06027 <=> C00048 + C00100
