Reaction ID	Fluxes	Equation(ID)
RXN-8957	3.33333	C00011 + C00877 + C00005 --> C18026 + C00006
PROPIONYL-COA-CARBOXY-RXN	3.33333	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
RXN-12957	3.33333	C00028 + C00527 <=> C00030 + C02411
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-15513	3.33333	C00631 <=> C00197
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	3.33333	C00002 + C00022 + C00009 --> C00020 + C00074 + C00013 + C00080
GLUTARYL-COA-DEHYDROG-RXN	-3.33333	C04253 + C00527 + C00080 <=> ETF__45__Reduced_c + C02411
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
RXN-16391	3.33333	C18026 --> C20238
RXN-8958	3.33333	C20238 --> C18324
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
METHYLMALONYL-COA-EPIM-RXN	-3.33333	C01213 <=> C00683
RXN-8960	-3.33333	C06027 <=> C06028 + C00001
RXN-8890	3.33333	C11062 <=> C00877 + C00001
RXN-11002	3.33333	C00005 + C00080 + C00232 --> C00006 + C00989
RXN-8959	3.33333	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
RXN-8961	3.33333	C06027 <=> C00048 + C00100
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
