Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN-16767	-3.33333	C00004 <=> C21424
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
H2-METHYLENE-THMPT-DEHYDRO-RXN	-3.33333	C00282 + C04330 <=> METHYLENETETRAHYDROMETHANOPTERIN_c + C00080
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
HYDROG-RXN	3.33333	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-15513	3.33333	C00631 <=> C00197
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-3.33333	C00149 + C00003 <=> C00004 + C00036 + C00080
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-2883-METHYLENETETRAHYDROMETHANOPTERIN/NADP//METHENYLTETRAHYDROMETHANOPTERIN/NADPH.77.	-3.33333	METHYLENETETRAHYDROMETHANOPTERIN_c + C00006 <=> C04330 + C00005
RXN-15977	3.33333	C00007 + C00100 --> C00894 + C00027
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
2.1.3.1-RXN	3.33333	C00683 + C00022 <=> C00036 + C00100
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
METHYLMALONYL-COA-EPIM-RXN	3.33333	C01213 <=> C00683
