Reaction ID	Fluxes	Equation(ID)
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
RXN-8457	3.33333	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
RXN-15513	3.33333	C00631 <=> C00197
R23-RXN	3.33333	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-3.33333	C00158 <=> C00311
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-8968	3.33333	C00002 + C00010 + C00005 + C00080 + C01013 --> C00020 + C00006 + C00013 + C00100 + C00001
2.1.3.1-RXN	-3.33333	C00683 + C00022 <=> C00036 + C00100
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
METHYLMALONYL-COA-EPIM-RXN	-3.33333	C01213 <=> C00683
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
