Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
FUMARATE-REDUCTASE-NADH-RXN	-3.33333	C00003 + C00042 <=> C00122 + C00004 + C00080
PHOSGLYPHOS-RXN	3.33333	C00002 + C00197 <=> C00008 + C00236
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	3.33333	C00149 <=> C00122 + C00001
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
S-2-METHYLMALATE-DEHYDRATASE-RXN	-3.33333	C00815 <=> C01732 + C00001
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
1.2.7.6-RXN	3.33333	C00118 + 2.0 C00139 + C00001 --> C00197 + 3.0 C00080 + 2.0 C00138
1.2.1.13-RXN	3.33333	C00236 + C00005 + C00080 --> C00118 + C00006 + C00009
RXN-15513	3.33333	C00631 <=> C00197
METHYLASPARTATE-MUTASE-RXN	-3.33333	C03618 <=> C00025
PEPDEPHOS-RXN	6.66667	C00002 + C00022 --> C00008 + C00074 + C00080
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
METHYLASPARTATE-AMMONIA-LYASE-RXN	3.33333	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-3.33333	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
ACETATE--COA-LIGASE-ADP-FORMING-RXN	3.33333	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
CITRAMALATE-LYASE-RXN	3.33333	C00815 --> C00033 + C00022
