reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-5.365950911702756 kilojoule / mole	11.748886623018278 kilojoule / mole	-13.38379497852857 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071570255 kilojoule / mole	27.96018971894594 kilojoule / mole	27.96018971894594 kilojoule / mole	-13.381365970649604 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	3.33333 millimolar / second	1.7911890349710688 kilojoule / mole	1.7213206567627026 kilojoule / mole	1.7213206567627026 kilojoule / mole	-16.357334755462883 kilojoule / mole	0.0
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	C00002 + C00058 + C00101 = C00008 + C00009 + C00234	3.33333 millimolar / second	-2.6749541579210927 kilojoule / mole	-0.35321059876741234 kilojoule / mole	-0.35321059876741234 kilojoule / mole	-13.401438919071033 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	3.33333 millimolar / second	19.31563986192012 kilojoule / mole	19.311520989338547 kilojoule / mole	19.311520989338547 kilojoule / mole	-15.189847023064784 kilojoule / mole	0.0
RXN0-300	C00005 + C00080 + C00168 = C00006 + C00258	3.33333 millimolar / second	-31.099817012040205 kilojoule / mole	-31.0378374691335 kilojoule / mole	-31.0378374691335 kilojoule / mole	-31.713861763602186 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.556927433845864 kilojoule / mole	-2.9281324456685054 kilojoule / mole	-2.9281324456685054 kilojoule / mole	-13.667502357002348 kilojoule / mole	0.0
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	C00080 + C00234 = C00001 + C00445	3.33333 millimolar / second	4.698385017943565 kilojoule / mole	0.0035917944031691462 kilojoule / mole	0.0035917944031691462 kilojoule / mole	-11.406299896351356 kilojoule / mole	1.0
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	C00002 + C00010 + C00042 = C00008 + C00009 + C00091	3.33333 millimolar / second	-1.7513499411733733 kilojoule / mole	-1.792666603192504 kilojoule / mole	-1.792666603192504 kilojoule / mole	-15.015270525662821 kilojoule / mole	0.0
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	3.33333 millimolar / second	-26.098062187153218 kilojoule / mole	-26.15149700093452 kilojoule / mole	-26.15149700093452 kilojoule / mole	-23.859017361490377 kilojoule / mole	0.0
1.2.1.13-RXN	C00005 + C00080 + C00236 = C00006 + C00009 + C00118	3.33333 millimolar / second	-4.4721564586571105 kilojoule / mole	-4.417953163389474 kilojoule / mole	-21.532790698110507 kilojoule / mole	-35.75184184082338 kilojoule / mole	0.0
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	C00001 + C00037 + C00143 = C00065 + C00101	3.33333 millimolar / second	6.759496474250966 kilojoule / mole	6.993783257175662 kilojoule / mole	6.993783257175662 kilojoule / mole	-12.744580820773374 kilojoule / mole	0.0
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	C00005 + C00445 = C00006 + C00143	3.33333 millimolar / second	-8.773132576010198 kilojoule / mole	-7.650166509665098 kilojoule / mole	-7.650166509665098 kilojoule / mole	-12.99165230914505 kilojoule / mole	0.0
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	C00048 + C00065 = C00037 + C00168	3.33333 millimolar / second	-4.27561409044354 kilojoule / mole	-4.152089261191177 kilojoule / mole	-4.152089261191177 kilojoule / mole	-12.923634355813595 kilojoule / mole	0.0
GLY3KIN-RXN	C00002 + C00258 = C00008 + C00080 + C00197	3.33333 millimolar / second	-12.845717259245646 kilojoule / mole	-12.842569593983272 kilojoule / mole	-12.842569593983272 kilojoule / mole	-35.79662465258622 kilojoule / mole	0.0
ISOCIT-CLEAV-RXN	C00311 = C00042 + C00048	3.33333 millimolar / second	9.519832192639555 kilojoule / mole	9.533982707606942 kilojoule / mole	-7.5808548271140905 kilojoule / mole	-13.467148040827311 kilojoule / mole	0.0
