Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	3.33333	C00067 + C00101 --> C00143 + C00001
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
RXN-16767	-3.33333	C00004 <=> C21424
2PGADEHYDRAT-RXN	-3.33333	C00631 <=> C00074 + C00001
H2-METHYLENE-THMPT-DEHYDRO-RXN	-3.33333	C00282 + C04330 <=> METHYLENETETRAHYDROMETHANOPTERIN_c + C00080
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	3.33333	C00041 + C00109 <=> C02721 + C00022
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NADP/WATER//OXALACETIC_ACID/AMMONIUM/NADPH/PROTON.62.	-3.33333	C00049 + C00006 + C00001 <=> C00014 + C00005 + C00036 + C00080
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
HYDROG-RXN	3.33333	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-15513	3.33333	C00631 <=> C00197
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	3.33333	C02721 + C00007 + C00001 --> C00067 + C00027 + C00041
PEPDEPHOS-RXN	6.66667	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-2883-METHYLENETETRAHYDROMETHANOPTERIN/NADP//METHENYLTETRAHYDROMETHANOPTERIN/NADPH.77.	-3.33333	METHYLENETETRAHYDROMETHANOPTERIN_c + C00006 <=> C04330 + C00005
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
