reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.510934857724 kilojoule / mole	-32.671275280299746 kilojoule / mole	-32.671275280299746 kilojoule / mole	-44.38365160710556 kilojoule / mole	0.0
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	3.33333 millimolar / second	-14.212150054010621 kilojoule / mole	-14.468371117175929 kilojoule / mole	-14.468371117175929 kilojoule / mole	-106.09875205458196 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071569573 kilojoule / mole	32.642165971549204 kilojoule / mole	32.642165971549204 kilojoule / mole	-12.665138352983096 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.810021191652694 kilojoule / mole	19.884661102297535 kilojoule / mole	19.884661102297535 kilojoule / mole	-12.567928906971254 kilojoule / mole	0.04072
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-4.976853067069434 kilojoule / mole	-4.976853067069434 kilojoule / mole	-50.21432603946923 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.151985511945423 kilojoule / mole	3.151985511945423 kilojoule / mole	-12.567928904010206 kilojoule / mole	0.35386
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-50.69411557796249 kilojoule / mole	-67.80895311268353 kilojoule / mole	-41.00984321223132 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.326148937021344 kilojoule / mole	-39.3968040601124 kilojoule / mole	-22.281966525391365 kilojoule / mole	-14.244780079878108 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338458854 kilojoule / mole	-15.286053188918512 kilojoule / mole	-15.286053188918512 kilojoule / mole	-12.567928906875773 kilojoule / mole	0.04072
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	3.33333 millimolar / second	-22.39011686094136 kilojoule / mole	-22.572809431025224 kilojoule / mole	-22.572809431025224 kilojoule / mole	-12.567928958526535 kilojoule / mole	0.00242
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-5.468059940261561 kilojoule / mole	-5.468059940261561 kilojoule / mole	-12.567928904010273 kilojoule / mole	0.35386
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	3.33333 millimolar / second	-18.759583182588386 kilojoule / mole	-18.538188826253347 kilojoule / mole	-18.538188826253347 kilojoule / mole	-12.92126999227669 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.756774603210016 kilojoule / mole	-6.756774603210016 kilojoule / mole	-12.912028807420455 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	6.66667 millimolar / second	27.5833233583064 kilojoule / mole	27.677182703341163 kilojoule / mole	27.677182703341163 kilojoule / mole	-12.567928905297011 kilojoule / mole	0.08144
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.16984183046671 kilojoule / mole	3.055004295745674 kilojoule / mole	-12.567928958519994 kilojoule / mole	0.00242
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339418 kilojoule / mole	21.74863890287309 kilojoule / mole	21.74863890287309 kilojoule / mole	-12.567928958520016 kilojoule / mole	0.00242
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	-2.8109442547222043 kilojoule / mole	-2.8109442547222043 kilojoule / mole	-12.567928906789327 kilojoule / mole	0.04072
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353466163132879 kilojoule / mole	-8.353466163132879 kilojoule / mole	-12.567928906971321 kilojoule / mole	0.04072
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	0.15463501095106755 kilojoule / mole	0.15463501095106755 kilojoule / mole	-12.567928906971302 kilojoule / mole	0.04072
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346894 kilojoule / mole	8.545792547964492 kilojoule / mole	-8.569044986756541 kilojoule / mole	-12.910830736201323 kilojoule / mole	0.0
