reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-40.781058096159356 kilojoule / mole	-23.666220561438323 kilojoule / mole	-40.074911059904984 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	34.34011263740751 kilojoule / mole	34.34011263740751 kilojoule / mole	1.2295161746502332 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	3.33333 millimolar / second	1.7911890349710688 kilojoule / mole	1.6648545273571862 kilojoule / mole	1.6648545273571862 kilojoule / mole	6.401957005587851 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.8100211916527 kilojoule / mole	19.839660239486847 kilojoule / mole	19.839660239486847 kilojoule / mole	9.402458981114368 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.633448275841822 kilojoule / mole	3.633448275841822 kilojoule / mole	14.853171971805113 kilojoule / mole	0.0
2PGADEHYDRAT-RXN	C00001 + C00074 = C00631	3.33333 millimolar / second	3.8108873820314386 kilojoule / mole	3.822496184558896 kilojoule / mole	3.822496184558896 kilojoule / mole	2.9352394480500954 kilojoule / mole	0.0
H2-METHYLENE-THMPT-DEHYDRO-RXN	C00080 + METHYLENETETRAHYDROMETHANOPTERIN = C00282 + C04330	3.33333 millimolar / second	-147.91593997413725 kilojoule / mole	-35.97397588399282 kilojoule / mole	-53.088813418713855 kilojoule / mole	-7.268856446831336 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	3.33333 millimolar / second	-8.878981560286014 kilojoule / mole	-8.880487014730086 kilojoule / mole	-8.880487014730086 kilojoule / mole	6.156700471279393 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.556927433845864 kilojoule / mole	-3.4557003014511993 kilojoule / mole	-3.4557003014511993 kilojoule / mole	3.186350847539903 kilojoule / mole	0.0
HYDROG-RXN	2 C00139 + C00282 = 2 C00080 + 2 C00138	3.33333 millimolar / second	-19.5963599999833 kilojoule / mole	-19.59635999677442 kilojoule / mole	-2.4815224620533867 kilojoule / mole	-37.05565427671367 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	3.33333 millimolar / second	-2.706986841569531 kilojoule / mole	-2.711209522795882 kilojoule / mole	-2.711209522795882 kilojoule / mole	17.600621824519393 kilojoule / mole	0.0
RXN-15513	C00631 = C00197	3.33333 millimolar / second	-4.52040798250934 kilojoule / mole	-4.50571507464893 kilojoule / mole	-4.50571507464893 kilojoule / mole	-2.161185037064832 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	16.162231841728765 kilojoule / mole	-0.9526056929922679 kilojoule / mole	1.5919895666382937 kilojoule / mole	0.0
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	C00004 + C00036 + C00080 = C00003 + C00149	3.33333 millimolar / second	-29.55821116542461 kilojoule / mole	-29.558216840491145 kilojoule / mole	-29.558216840491145 kilojoule / mole	12.824501129511322 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.583323358306416 kilojoule / mole	27.60899320988448 kilojoule / mole	27.60899320988448 kilojoule / mole	1.1192679208651994 kilojoule / mole	0.0
RXN-2883-METHYLENETETRAHYDROMETHANOPTERIN/NADP//METHENYLTETRAHYDROMETHANOPTERIN/NADPH.77.	C00005 + C04330 = C00006 + METHYLENETETRAHYDROMETHANOPTERIN	3.33333 millimolar / second	183.6229199381346 kilojoule / mole	71.8616340527786 kilojoule / mole	71.8616340527786 kilojoule / mole	26.563260063949784 kilojoule / mole	0.0
RXN-15977	C00007 + C00100 = C00027 + C00894	3.33333 millimolar / second	-71.86862986103537 kilojoule / mole	-49.752775040965346 kilojoule / mole	-49.752775040965346 kilojoule / mole	-27.144705090293975 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	3.33333 millimolar / second	131.89141496345414 kilojoule / mole	106.50173791766187 kilojoule / mole	106.50173791766187 kilojoule / mole	26.632496084333667 kilojoule / mole	1.0
2.1.3.1-RXN	C00022 + C00683 = C00036 + C00100	3.33333 millimolar / second	-2.1831111312283156 kilojoule / mole	-2.019601022270013 kilojoule / mole	-2.019601022270013 kilojoule / mole	1.5438521694937517 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	3.33333 millimolar / second	-7.716096846263326 kilojoule / mole	-7.670862902257344 kilojoule / mole	-7.670862902257344 kilojoule / mole	4.953376352172036 kilojoule / mole	0.0
GLYCINE-DEHYDROGENASE-RXN	C00004 + C00014 + C00048 + C00080 = C00001 + C00003 + C00037	3.33333 millimolar / second	-45.01502113453785 kilojoule / mole	-44.95616626328275 kilojoule / mole	-27.841328728561724 kilojoule / mole	17.9257651491391 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C01213 = C00683	3.33333 millimolar / second	-0.15463308194898673 kilojoule / mole	-0.1546330813113317 kilojoule / mole	-0.1546330813113317 kilojoule / mole	0.7864433497929125 kilojoule / mole	0.0
