Reaction ID	Fluxes	Equation(ID)
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
2PGADEHYDRAT-RXN	-6.66667	C00631 <=> C00074 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
RXN0-6562	3.33333	C00001 + C03232 --> C00168 + C00009
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
GLYOHMETRANS-RXN-SER/THF//GLY/METHYLENE-THF/WATER.33.	3.33333	C00065 + C00101 <=> C00037 + C00143 + C00001
RXN-15513	6.66667	C00631 <=> C00197
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	-3.33333	C00048 + C00065 <=> C00037 + C00168
PEPDEPHOS-RXN	6.66667	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
RXN-8968	3.33333	C00002 + C00010 + C00005 + C00080 + C01013 --> C00020 + C00006 + C00013 + C00100 + C00001
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
PGLYCDEHYDROG-RXN	3.33333	C00197 + C00003 <=> C00004 + C00080 + C03232
RXN-8960	3.33333	C06027 <=> C06028 + C00001
RXN-8961	-3.33333	C06027 <=> C00048 + C00100
