Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	3.33333	C00067 + C00101 --> C00143 + C00001
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
RXN-16767	-3.33333	C00004 <=> C21424
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	3.33333	C00041 + C00109 <=> C02721 + C00022
2.6.1.35-RXN	3.33333	C00037 + C00036 <=> C00048 + C00049
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	3.33333	C02721 + C00007 + C00001 --> C00067 + C00027 + C00041
RXN-14047	-3.33333	C00158 <=> C00311
RXN-9086	3.33333	C00002 + C00010 + C01013 --> C00020 + C00013 + C05668
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
RXN-6383	3.33333	C05668 <=> C00894 + C00001
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
CITLY-RXN	3.33333	C00158 --> C00033 + C00036
ISOCIT-CLEAV-RXN	-3.33333	C00311 <=> C00048 + C00042
RXN-8807	3.33333	C00033 + C00091 <=> C00024 + C00042
