reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	3.33333 millimolar / second	-14.212150054010465 kilojoule / mole	-14.027009142654984 kilojoule / mole	-14.027009142654984 kilojoule / mole	-61.531410209356395 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071569573 kilojoule / mole	27.94950025629737 kilojoule / mole	27.94950025629737 kilojoule / mole	-12.582308409715766 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-21.237660563283676 kilojoule / mole	-4.122823028562644 kilojoule / mole	-15.417380530451142 kilojoule / mole	0.0
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	C00002 + C00058 + C00101 = C00008 + C00009 + C00234	3.33333 millimolar / second	-2.67495415792132 kilojoule / mole	-0.3657947486119135 kilojoule / mole	-0.3657947486119135 kilojoule / mole	-13.808230033510322 kilojoule / mole	0.0
THREONINE-RACEMASE-RXN	C00820 = C00188	3.33333 millimolar / second	-10.045215204066324 kilojoule / mole	-11.034085818487304 kilojoule / mole	-11.034085818487304 kilojoule / mole	-11.480590958418267 kilojoule / mole	0.04769
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338458854 kilojoule / mole	-2.9140316492589147 kilojoule / mole	-2.9140316492589147 kilojoule / mole	-12.64585974937461 kilojoule / mole	0.0
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	C00080 + C00234 = C00001 + C00445	3.33333 millimolar / second	4.698385017943565 kilojoule / mole	-0.0706992632917478 kilojoule / mole	-0.0706992632917478 kilojoule / mole	-11.480590953783803 kilojoule / mole	0.90461
THREDEHYD-RXN	C00188 = C00014 + C00109	3.33333 millimolar / second	-24.091969719207157 kilojoule / mole	-23.176596449002922 kilojoule / mole	-40.291433983723955 kilojoule / mole	-19.042664008216075 kilojoule / mole	0.0
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	3.33333 millimolar / second	-18.759583182588386 kilojoule / mole	-18.868567646983042 kilojoule / mole	-18.868567646983042 kilojoule / mole	-22.001155890183036 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.84654414201642 kilojoule / mole	-6.84654414201642 kilojoule / mole	-15.43879845434517 kilojoule / mole	0.0
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	C00005 + C00445 = C00006 + C00143	3.33333 millimolar / second	-8.773132576010198 kilojoule / mole	-7.638825333786404 kilojoule / mole	-7.638825333786404 kilojoule / mole	-15.805965013199607 kilojoule / mole	0.0
4.1.2.42-RXN	C00037 + C00084 = C00820	3.33333 millimolar / second	0.08155475338753604 kilojoule / mole	-0.5172044218964013 kilojoule / mole	16.59763311282463 kilojoule / mole	-11.480590958415949 kilojoule / mole	0.04769
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.183111131227875 kilojoule / mole	2.0316157302627147 kilojoule / mole	2.0316157302627147 kilojoule / mole	-12.589895545473766 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353469625179285 kilojoule / mole	-8.353469625179285 kilojoule / mole	-12.342065964702632 kilojoule / mole	0.0
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	0.15463405677923472 kilojoule / mole	0.15463405677923472 kilojoule / mole	-12.292825575374934 kilojoule / mole	0.0
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346155 kilojoule / mole	8.54805596404777 kilojoule / mole	-8.566781570673264 kilojoule / mole	-16.035856806279764 kilojoule / mole	0.0
ACETALD-DEHYDROG-RXN	C00004 + C00024 + C00080 = C00003 + C00010 + C00084	3.33333 millimolar / second	17.622874712735666 kilojoule / mole	17.73059737131463 kilojoule / mole	0.6157598365935952 kilojoule / mole	-14.153922039268464 kilojoule / mole	0.0
