Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	6.66667	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
RXN-16767	-3.33333	C00004 <=> C21424
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-3.33333	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
KETOBUTFORMLY-RXN	6.66667	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
HYDROG-RXN	3.33333	C00282 + 2.0 C00139 <=> 2.0 C00080 + 2.0 C00138
RXN-12450	-3.33333	C00006 + C01080 <=> C00005 + Oxidized__45__Factor__45__F420_c + C00080
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
RXN-14047	-3.33333	C00158 <=> C00311
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-3.33333	C00149 + C00003 <=> C00004 + C00036 + C00080
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-15977	3.33333	C00007 + C00100 --> C00894 + C00027
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
RXN-8964	3.33333	C00149 + C00091 <=> C04348 + C00042
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
COENZYME-F420-HYDROGENASE-RXN	-3.33333	C00282 + Oxidized__45__Factor__45__F420_c <=> C01080
ISOCIT-CLEAV-RXN	-3.33333	C00311 <=> C00048 + C00042
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
