Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
ISOCITDEH-RXN	3.33333	C00011 + C00005 + C00026 --> C00006 + C00311
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
HYDGLUTSYN-RXN	3.33333	C00048 + C00100 + C00001 --> C00010 + C00080 + C02630
RXN-16767	-3.33333	C00004 <=> C21424
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-3.33333	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	3.33333	C00441 + C00004 + C00080 --> C00263 + C00003
RXN-14103	3.33333	C00016 + C00080 + C02630 <=> C01352 + C00026
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
RXN-14047	-3.33333	C00158 <=> C00311
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
RXN-15977	3.33333	C00007 + C00100 --> C00894 + C00027
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
2.1.3.1-RXN	3.33333	C00683 + C00022 <=> C00036 + C00100
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
METHYLMALONYL-COA-EPIM-RXN	3.33333	C01213 <=> C00683
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
