Reaction ID	Fluxes	Equation(ID)
RXN-8457	3.33333	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GLUTACONYL-COA-DECARBOXYLASE-RXN	3.33333	C00011 + C00877 --> C02411 + C00080
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
RXN-1083	-3.33333	C03058 <=> C02411 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-3.33333	C00815 <=> C01732 + C00001
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-11667	3.33333	C01144 <=> C00877 + C00001
R23-RXN	3.33333	C00004 + C05379 + C00080 --> C00003 + C00311
METHYLASPARTATE-MUTASE-RXN	-3.33333	C03618 <=> C00025
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	3.33333	C00006 + C01087 <=> C00005 + C00080 + C00026
RXN-11662	-3.33333	C00003 + C01144 <=> C00332 + C00004 + C00080
METHYLASPARTATE-AMMONIA-LYASE-RXN	3.33333	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-3.33333	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
ACETYL-COA-ACETYLTRANSFER-RXN	3.33333	2.0 C00024 <=> C00332 + C00010
RXN-1082	-3.33333	C00024 + C01087 <=> C00033 + C03058
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
ISOCIT-CLEAV-RXN	3.33333	C00311 <=> C00048 + C00042
CITRAMALATE-LYASE-RXN	3.33333	C00815 --> C00033 + C00022
