Reaction ID	Fluxes	Equation(ID)
RXN-8957	3.33333	C00011 + C00877 + C00005 --> C18026 + C00006
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
RXN-9086	3.33333	C00002 + C00010 + C01013 --> C00020 + C00013 + C05668
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3.33333	C00004 + C00080 + C00232 --> C00003 + C00989
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
RXN-6383	3.33333	C05668 <=> C00894 + C00001
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
RXN-16391	3.33333	C18026 --> C20238
RXN-8958	3.33333	C20238 --> C18324
RXN-8890	3.33333	C11062 <=> C00877 + C00001
RXN-8959	3.33333	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
