Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
PYRUVATE-CARBOXYLASE-RXN	3.33333	C00002 + C00288 + C00022 --> C00008 + C00036 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-6.66667	C00288 + C00080 <=> C00011 + C00001
HOMOSERDEAM-RXN	3.33333	C00263 --> C00014 + C00109
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	-3.33333	C00049 + C00003 + C00001 <=> C00014 + C00004 + C00036 + C00080
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	3.33333	C00441 + C00005 + C00080 --> C00263 + C00006
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	-3.33333	C00441 + C00006 + C00009 <=> C03082 + C00005 + C00080
ASPARTATEKIN-RXN	3.33333	C00002 + C00049 <=> C00008 + C03082
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
RXN-8960	3.33333	C06027 <=> C06028 + C00001
RXN-8961	-3.33333	C06027 <=> C00048 + C00100
