Reaction ID	Fluxes	Equation(ID)
RXN-8957	3.33333	C00011 + C00877 + C00005 --> C18026 + C00006
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
RXN0-5224	-6.66667	C00288 + C00080 <=> C00011 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
RXN-12957	3.33333	C00028 + C00527 <=> C00030 + C02411
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3.33333	C00004 + C00080 + C00232 --> C00003 + C00989
RXN-8968	3.33333	C00002 + C00010 + C00005 + C00080 + C01013 --> C00020 + C00006 + C00013 + C00100 + C00001
2.1.3.1-RXN	-3.33333	C00683 + C00022 <=> C00036 + C00100
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
GLUTARYL-COA-DEHYDROG-RXN	-3.33333	C04253 + C00527 + C00080 <=> ETF__45__Reduced_c + C02411
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
RXN-16391	3.33333	C18026 --> C20238
RXN-8958	3.33333	C20238 --> C18324
METHYLMALONYL-COA-EPIM-RXN	-3.33333	C01213 <=> C00683
RXN-8890	3.33333	C11062 <=> C00877 + C00001
RXN-8959	3.33333	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
