Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	3.33333	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
RXN-13029	3.33333	C00136 + C00011 --> C18026 + C00080
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3.33333	C00004 + C00080 + C00232 --> C00003 + C00989
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
RXN-16391	3.33333	C18026 --> C20238
RXN-8958	3.33333	C20238 --> C18324
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
METHYLMALONYL-COA-EPIM-RXN	-3.33333	C01213 <=> C00683
BUTYRYL-COA-DEHYDROGENASE-RXN	3.33333	C00877 + ETF__45__Reduced_c --> C00136 + C04253 + C00080
RXN-8960	-3.33333	C06027 <=> C06028 + C00001
RXN-8890	3.33333	C11062 <=> C00877 + C00001
RXN-8959	3.33333	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
RXN-8961	3.33333	C06027 <=> C00048 + C00100
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
