reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.662151627021333 kilojoule / mole	-4.662151627021333 kilojoule / mole	-31.16789373071639 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-14.183980946414305 kilojoule / mole	2.930856588306728 kilojoule / mole	-15.022343312591634 kilojoule / mole	0.0711
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071570255 kilojoule / mole	20.891064240331534 kilojoule / mole	20.891064240331534 kilojoule / mole	-15.022343311783114 kilojoule / mole	0.0711
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.810021191652687 kilojoule / mole	18.886436149953095 kilojoule / mole	18.886436149953095 kilojoule / mole	-15.022343298235416 kilojoule / mole	0.14312
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-13.81847855110398 kilojoule / mole	-13.81847855110398 kilojoule / mole	-37.84929915796662 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-51.03609032843913 kilojoule / mole	-68.15092786316016 kilojoule / mole	-52.124546091575056 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.326148937021344 kilojoule / mole	-39.355813221380686 kilojoule / mole	-22.240975686659656 kilojoule / mole	-21.22258208564813 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338458854 kilojoule / mole	-15.399605298168842 kilojoule / mole	-15.399605298168842 kilojoule / mole	-15.022343297195142 kilojoule / mole	0.14312
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	3.33333 millimolar / second	-22.520671894942552 kilojoule / mole	-22.451708690862514 kilojoule / mole	-22.451708690862514 kilojoule / mole	-20.87440659230971 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.823060003617329 kilojoule / mole	-6.823060003617329 kilojoule / mole	-15.022343312815805 kilojoule / mole	0.0711
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.34502636782664 kilojoule / mole	3.2301888331056072 kilojoule / mole	-18.963023241124638 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339418 kilojoule / mole	22.274239985757458 kilojoule / mole	22.274239985757458 kilojoule / mole	-16.97573959793863 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	-1.940168368201765 kilojoule / mole	-1.940168368201765 kilojoule / mole	-15.022343296022559 kilojoule / mole	0.14312
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.353489858352559 kilojoule / mole	-8.353489858352559 kilojoule / mole	-15.022343298287465 kilojoule / mole	0.14312
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	0.15446093359361512 kilojoule / mole	0.15446093359361512 kilojoule / mole	-15.02234329835957 kilojoule / mole	0.14312
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346666 kilojoule / mole	8.485953544324847 kilojoule / mole	-8.628883990396186 kilojoule / mole	-15.02234331270381 kilojoule / mole	0.0711
