reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-55.14401544551592 kilojoule / mole	-38.029177910794886 kilojoule / mole	-45.5890394765828 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	20.282623166351975 kilojoule / mole	20.282623166351975 kilojoule / mole	-14.269678791970504 kilojoule / mole	0.0
RXN-13029	C00011 + C00136 = C00080 + C18026	3.33333 millimolar / second	13.702958804193713 kilojoule / mole	-0.27699737159759685 kilojoule / mole	16.83784016312344 kilojoule / mole	-7.032198328420089 kilojoule / mole	0.13473
RXN-9092	C00002 + C00010 + C00989 = C00013 + C00020 + C11062	3.33333 millimolar / second	-26.43411614945444 kilojoule / mole	-25.50919140700682 kilojoule / mole	-25.50919140700682 kilojoule / mole	-13.68299108301227 kilojoule / mole	0.0
LACCOA-RXN	C00100 + C00256 = C00163 + C00827	3.33333 millimolar / second	-12.743669240302523 kilojoule / mole	-11.88796830718492 kilojoule / mole	-11.88796830718492 kilojoule / mole	-9.378989649790148 kilojoule / mole	0.0
DLACTDEHYDROGNAD-RXN	C00004 + C00022 + C00080 = C00003 + C00256	3.33333 millimolar / second	-23.680307830950255 kilojoule / mole	-23.680307953679645 kilojoule / mole	-23.680307953679645 kilojoule / mole	-9.558093111799941 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	3.33333 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-7.032198328401839 kilojoule / mole	0.13473
RXN-8965	C00001 + C18323 = C01011	3.33333 millimolar / second	-0.3988046682220556 kilojoule / mole	-0.5937314919267118 kilojoule / mole	-0.5937314919267118 kilojoule / mole	-7.032198328401689 kilojoule / mole	0.13473
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	C00004 + C00080 + C00232 = C00003 + C00989	3.33333 millimolar / second	0.3823853604100691 kilojoule / mole	0.3811113664568825 kilojoule / mole	0.3811113664568825 kilojoule / mole	-7.645606503120935 kilojoule / mole	0.0
LACTOYL-COA-DEHYDRATASE-RXN	C00827 = C00001 + C00894	3.33333 millimolar / second	2.0922651977497964 kilojoule / mole	2.3433563932385315 kilojoule / mole	2.3433563932385315 kilojoule / mole	-9.124634005471899 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	3.33333 millimolar / second	7.059838100394472 kilojoule / mole	8.900379597794213 kilojoule / mole	-8.21445793692682 kilojoule / mole	-9.905084376443142 kilojoule / mole	0.0
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-7.867050474006349 kilojoule / mole	-7.867050474006349 kilojoule / mole	-8.50996053803815 kilojoule / mole	0.0
RXN-16391	C18026 = C20238	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.0321983283642355 kilojoule / mole	0.13473
RXN-8958	C20238 = C18324	3.33333 millimolar / second	0.0 kilojoule / mole	0.0 kilojoule / mole	0.0 kilojoule / mole	-7.0321983283672225 kilojoule / mole	0.13473
BUTYRYL-COA-DEHYDROGENASE-RXN	C00877 + ETF__45__Reduced = C00080 + C00136 + C04253	3.33333 millimolar / second	9.83954537311729 kilojoule / mole	43.652243269069764 kilojoule / mole	43.652243269069764 kilojoule / mole	-7.032198316738068 kilojoule / mole	0.13473
RXN-8890	C11062 = C00001 + C00877	3.33333 millimolar / second	-10.85361710774373 kilojoule / mole	-7.0321983290316545 kilojoule / mole	-7.0321983290316545 kilojoule / mole	-7.032198329051223 kilojoule / mole	0.05692
PROPANOATECOA-LIGASE-RXN	C00002 + C00010 + C00163 = C00008 + C00009 + C00100	3.33333 millimolar / second	11.805902603180975 kilojoule / mole	11.155211806420253 kilojoule / mole	11.155211806420253 kilojoule / mole	-9.166068570047786 kilojoule / mole	0.0
RXN-8959	C00080 + C04253 + C18324 = C06028 + ETF__45__Reduced	3.33333 millimolar / second	-7.5268491326257845 kilojoule / mole	-46.36733592536402 kilojoule / mole	-46.36733592536402 kilojoule / mole	-7.032198316738075 kilojoule / mole	0.13473
RXN-8891	C00005 + C00080 + C00091 = C00006 + C00010 + C00232	3.33333 millimolar / second	11.058348804426032 kilojoule / mole	11.17636543830105 kilojoule / mole	-5.938472096419984 kilojoule / mole	-7.9443308729831 kilojoule / mole	0.0
