Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	3.33333	C00002 + C00058 + C00101 --> C00008 + C00009 + C00234
RXN-16767	-3.33333	C00004 <=> C21424
THREONINE-RACEMASE-RXN	-3.33333	C00188 <=> C00820
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	-3.33333	C00001 + C00445 <=> C00080 + C00234
S-2-METHYLMALATE-DEHYDRATASE-RXN	-3.33333	C00815 <=> C01732 + C00001
THREDEHYD-RXN	3.33333	C00188 --> C00014 + C00109
METHYLASPARTATE-MUTASE-RXN	-3.33333	C03618 <=> C00025
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	-3.33333	C00143 + C00006 <=> C00005 + C00445
RXN-15977	3.33333	C00007 + C00100 --> C00894 + C00027
RXN-16774	-3.33333	C21424 + C00007 + C00080 <=> C00027 + C00003
4.1.2.42-RXN	-3.33333	C00820 <=> C00084 + C00037
METHYLASPARTATE-AMMONIA-LYASE-RXN	3.33333	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-3.33333	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
ACETATE--COA-LIGASE-ADP-FORMING-RXN	3.33333	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
CITRAMALATE-LYASE-RXN	3.33333	C00815 --> C00033 + C00022
ACETALD-DEHYDROG-RXN	-3.33333	C00084 + C00010 + C00003 <=> C00024 + C00004 + C00080
