Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GLUTACONYL-COA-DECARBOXYLASE-RXN	3.33333	C00011 + C00877 --> C02411 + C00080
RXN-1083	-3.33333	C03058 <=> C02411 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-6.66667	C00815 <=> C01732 + C00001
DLACTDEHYDROGNAD-RXN	3.33333	C00004 + C00080 + C00022 --> C00256 + C00003
METHYLASPARTATE-MUTASE-RXN	-6.66667	C03618 <=> C00025
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	3.33333	C00006 + C01087 <=> C00005 + C00080 + C00026
LACTOYL-COA-DEHYDRATASE-RXN	3.33333	C00827 <=> C00894 + C00001
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	3.33333	C03561 <=> C00877 + C00001
METHYLASPARTATE-AMMONIA-LYASE-RXN	6.66667	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-6.66667	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
RXN-5901	3.33333	C00332 + C00005 + C00080 --> C03561 + C00006
ACETYL-COA-ACETYLTRANSFER-RXN	3.33333	2.0 C00024 <=> C00332 + C00010
RXN-1082	-3.33333	C00024 + C01087 <=> C00033 + C03058
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
RXN-15723	3.33333	C00024 + C00256 <=> C00033 + C00827
ACETATE--COA-LIGASE-ADP-FORMING-RXN	6.66667	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
CITRAMALATE-LYASE-RXN	6.66667	C00815 --> C00033 + C00022
