Reaction ID	Fluxes	Equation(ID)
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GLUTACONYL-COA-DECARBOXYLASE-RXN	3.33333	C00011 + C00877 --> C02411 + C00080
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
FUMARATE-REDUCTASE-NADH-RXN	-3.33333	C00003 + C00042 <=> C00122 + C00004 + C00080
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	3.33333	C00149 <=> C00122 + C00001
KETOGLUTREDUCT-RXN	3.33333	C00003 + C01087 <=> C00004 + C00080 + C00026
RXN-1083	-3.33333	C03058 <=> C02411 + C00001
S-2-METHYLMALATE-DEHYDRATASE-RXN	-6.66667	C00815 <=> C01732 + C00001
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-11667	3.33333	C01144 <=> C00877 + C00001
METHYLASPARTATE-MUTASE-RXN	-6.66667	C03618 <=> C00025
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-11662	-3.33333	C00003 + C01144 <=> C00332 + C00004 + C00080
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
METHYLASPARTATE-AMMONIA-LYASE-RXN	6.66667	C03618 <=> C00014 + C01732
GLUTAMATE-DEHYDROGENASE-RXN	-6.66667	C00025 + C00003 + C00001 <=> C00014 + C00004 + C00080 + C00026
ACETYL-COA-ACETYLTRANSFER-RXN	3.33333	2.0 C00024 <=> C00332 + C00010
RXN-1082	-3.33333	C00024 + C01087 <=> C00033 + C03058
ACETATE--COA-LIGASE-ADP-FORMING-RXN	3.33333	C00033 + C00002 + C00010 --> C00024 + C00008 + C00009
CITRAMALATE-LYASE-RXN	6.66667	C00815 --> C00033 + C00022
