Reaction ID	Fluxes	Equation(ID)
RXN-8457	3.33333	C00002 + C00011 + C00001 + C00026 --> C00008 + C05379 + 2.0 C00080 + C00009
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	3.33333	C00014 + C00011 + C00143 + C00004 --> C00037 + C00003 + C00101
FORMATETHFLIG-RXN-THF/ATP/FORMATE//10-FORMYL-THF/ADP/Pi.38.	3.33333	C00002 + C00058 + C00101 --> C00008 + C00009 + C00234
THREONINE-RACEMASE-RXN	-3.33333	C00188 <=> C00820
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
METHENYLTHFCYCLOHYDRO-RXN-5-10-METHENYL-THF/WATER//10-FORMYL-THF/PROTON.46.	-3.33333	C00001 + C00445 <=> C00080 + C00234
THREDEHYD-RXN	3.33333	C00188 --> C00014 + C00109
R23-RXN	3.33333	C00004 + C05379 + C00080 --> C00003 + C00311
RXN-14047	-3.33333	C00158 <=> C00311
METHYLENETHFDEHYDROG-NADP-RXN-METHYLENE-THF/NADP//5-10-METHENYL-THF/NADPH.44.	-3.33333	C00143 + C00006 <=> C00005 + C00445
4.1.2.42-RXN	-3.33333	C00820 <=> C00084 + C00037
2.1.3.1-RXN	-3.33333	C00683 + C00022 <=> C00036 + C00100
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
METHYLMALONYL-COA-EPIM-RXN	-3.33333	C01213 <=> C00683
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
ACETALD-DEHYDROG-RXN	-3.33333	C00084 + C00010 + C00003 <=> C00024 + C00004 + C00080
