reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.510934857724 kilojoule / mole	-32.57032900697341 kilojoule / mole	-32.57032900697341 kilojoule / mole	-25.19150331539204 kilojoule / mole	0.0
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	3.33333 millimolar / second	-14.212150054010621 kilojoule / mole	-16.101928620883655 kilojoule / mole	-16.101928620883655 kilojoule / mole	-83.96562973428924 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.131231071569573 kilojoule / mole	29.473101764673544 kilojoule / mole	29.473101764673544 kilojoule / mole	-16.166464963633622 kilojoule / mole	0.04324
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.810021191652694 kilojoule / mole	18.63188026398287 kilojoule / mole	18.63188026398287 kilojoule / mole	-16.166464958194904 kilojoule / mole	0.18548
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-6.74026910271941 kilojoule / mole	-6.74026910271941 kilojoule / mole	-36.72617564654067 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-47.73350073948935 kilojoule / mole	-64.84833827421039 kilojoule / mole	-46.96396006851421 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.326148937021344 kilojoule / mole	-39.38899555514154 kilojoule / mole	-22.274158020420508 kilojoule / mole	-22.202673581533283 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338458854 kilojoule / mole	-18.185292570735424 kilojoule / mole	-18.185292570735424 kilojoule / mole	-16.166464957983287 kilojoule / mole	0.18548
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	3.33333 millimolar / second	-22.39011686094136 kilojoule / mole	-22.407587180067956 kilojoule / mole	-22.407587180067956 kilojoule / mole	-20.45924029516344 kilojoule / mole	0.0
R23-RXN	C00004 + C00080 + C05379 = C00003 + C00311	3.33333 millimolar / second	-18.759583182588386 kilojoule / mole	-18.4935153069263 kilojoule / mole	-18.4935153069263 kilojoule / mole	-16.91303330859196 kilojoule / mole	0.0
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.760289915572399 kilojoule / mole	-6.760289915572399 kilojoule / mole	-16.178854956061553 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.5833233583064 kilojoule / mole	27.90804773778291 kilojoule / mole	27.90804773778291 kilojoule / mole	-16.60081037853707 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	20.345067396656585 kilojoule / mole	3.2302298619355514 kilojoule / mole	-17.48936535437205 kilojoule / mole	0.0
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339418 kilojoule / mole	22.27429420470007 kilojoule / mole	22.27429420470007 kilojoule / mole	-17.269092145726624 kilojoule / mole	0.0
2.1.3.1-RXN	C00036 + C00100 = C00022 + C00683	3.33333 millimolar / second	2.1831111312283156 kilojoule / mole	-3.3064157897904964 kilojoule / mole	-3.3064157897904964 kilojoule / mole	-16.166464957790335 kilojoule / mole	0.18548
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-8.791562962407594 kilojoule / mole	-8.791562962407594 kilojoule / mole	-16.166464958062967 kilojoule / mole	0.20015
METHYLMALONYL-COA-EPIM-RXN	C00683 = C01213	3.33333 millimolar / second	0.15463308194898673 kilojoule / mole	-0.7215835959063152 kilojoule / mole	-0.7215835959063152 kilojoule / mole	-16.166464958062168 kilojoule / mole	0.20015
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.551954445346894 kilojoule / mole	8.582267693496263 kilojoule / mole	-8.53256984122477 kilojoule / mole	-16.178786252728926 kilojoule / mole	0.0
