Reaction ID	Fluxes	Equation(ID)
RXN-18384	3.33333	C00894 + C00011 + C00005 --> C01213 + C00006
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
PHOSGLYPHOS-RXN	3.33333	C00002 + C00197 <=> C00008 + C00236
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
1.2.7.6-RXN	3.33333	C00118 + 2.0 C00139 + C00001 --> C00197 + 3.0 C00080 + 2.0 C00138
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
GAPOXNPHOSPHN-RXN	-3.33333	C00118 + C00003 + C00009 <=> C00236 + C00004 + C00080
RXN-14047	-3.33333	C00158 <=> C00311
RXN-9086	3.33333	C00002 + C00010 + C01013 --> C00020 + C00013 + C05668
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
RXN-8964	3.33333	C00149 + C00091 <=> C04348 + C00042
RXN-6383	3.33333	C05668 <=> C00894 + C00001
METHYLMALONYL-COA-MUT-RXN	3.33333	C01213 <=> C00091
ISOCIT-CLEAV-RXN	-3.33333	C00311 <=> C00048 + C00042
ATP-CITRATE-PRO-S--LYASE-RXN	3.33333	C00002 + C00158 + C00010 --> C00024 + C00008 + C00036 + C00009
