Reaction ID	Fluxes	Equation(ID)
ACETYL-COA-CARBOXYLTRANSFER-RXN	3.33333	C00024 + C00002 + C00288 --> C00008 + C00083 + C00080 + C00009
PEPCARBOX-RXN	3.33333	C00288 + C00074 --> C00036 + C00009
2-OXOBUTYRATE-SYNTHASE-RXN	3.33333	C00011 + C00100 + C00080 + 2.0 C00138 --> C00010 + 2.0 C00139 + C00109
PYRUVFORMLY-RXN	3.33333	C00024 + C00058 --> C00010 + C00022
RXN0-5224	-6.66667	C00288 + C00080 <=> C00011 + C00001
RXN-8974	3.33333	C00222 + C00005 + C00080 --> C00006 + C01013
PHOSGLYPHOS-RXN	3.33333	C00002 + C00197 <=> C00008 + C00236
KETOBUTFORMLY-RXN	3.33333	C00010 + C00109 --> C00058 + C00100
1.2.7.6-RXN	3.33333	C00118 + 2.0 C00139 + C00001 --> C00197 + 3.0 C00080 + 2.0 C00138
1.2.1.13-RXN	3.33333	C00236 + C00005 + C00080 --> C00118 + C00006 + C00009
MALYL-COA-LYASE-RXN	3.33333	C04348 <=> C00024 + C00048
MALATE-DEH-RXN[CCO-CYTOSOL]-MAL/NAD//OXALACETIC_ACID/NADH/PROTON.50.	-3.33333	C00149 + C00003 <=> C00004 + C00036 + C00080
PEPDEPHOS-RXN	3.33333	C00002 + C00022 --> C00008 + C00074 + C00080
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
RXN-8968	3.33333	C00002 + C00010 + C00005 + C00080 + C01013 --> C00020 + C00006 + C00013 + C00100 + C00001
RXN-8963	-3.33333	C00010 + C00222 + C00006 <-- C00083 + C00005 + C00080
MALATE--COA-LIGASE-RXN	3.33333	C00002 + C00010 + C00149 --> C00008 + C04348 + C00009
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
RXN-8960	3.33333	C06027 <=> C06028 + C00001
RXN-8961	-3.33333	C06027 <=> C00048 + C00100
