Reaction ID	Fluxes	Equation(ID)
PROPIONYL-COA-CARBOXY-RXN	3.33333	C00002 + C00288 + C00100 --> C00008 + C00683 + C00080 + C00009
PYRUVATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00024 + C00011 + C00005 --> C00010 + C00006 + C00022
GLUTACONYL-COA-DECARBOXYLASE-RXN	3.33333	C00011 + C00877 --> C02411 + C00080
RXN0-5224	-3.33333	C00288 + C00080 <=> C00011 + C00001
FUMARATE-REDUCTASE-NADH-RXN	-3.33333	C00003 + C00042 <=> C00122 + C00004 + C00080
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	3.33333	C00149 <=> C00122 + C00001
RXN-1083	-3.33333	C03058 <=> C02411 + C00001
RXN-9092	3.33333	C00002 + C00010 + C00989 --> C00020 + C00013 + C11062
S-2-METHYLMALATE-DEHYDRATASE-RXN	-3.33333	C00815 <=> C01732 + C00001
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
METHYLASPARTATE-MUTASE-RXN	-3.33333	C03618 <=> C00025
1.1.1.272-RXN-R-2-HYDROXYGLUTARATE/NADP//2-KETOGLUTARATE/NADPH/PROTON.56.	3.33333	C00006 + C01087 <=> C00005 + C00080 + C00026
MALATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00005 + C00036 + C00080 --> C00149 + C00006
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	3.33333	C00004 + C00080 + C00232 --> C00003 + C00989
2.1.3.1-RXN	3.33333	C00683 + C00022 <=> C00036 + C00100
METHYLASPARTATE-AMMONIA-LYASE-RXN	3.33333	C03618 <=> C00014 + C01732
GLUTDEHYD-RXN	-3.33333	C00025 + C00006 + C00001 <=> C00014 + C00005 + C00080 + C00026
RXN-1082	-3.33333	C00024 + C01087 <=> C00033 + C03058
RXN-8890	3.33333	C11062 <=> C00877 + C00001
CITRAMALATE-LYASE-RXN	3.33333	C00815 --> C00033 + C00022
RXN-8891	3.33333	C00005 + C00080 + C00091 --> C00010 + C00006 + C00232
