reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.510934857724 kilojoule / mole	-32.50085515395131 kilojoule / mole	-32.50085515395131 kilojoule / mole	-39.16666571138781 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	27.677502671003957 kilojoule / mole	27.677502671003957 kilojoule / mole	-33.85847048862734 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454693686 kilojoule / mole	-10.798125896748514 kilojoule / mole	6.316711637972519 kilojoule / mole	-20.759570505229803 kilojoule / mole	0.07085
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.8100211916527 kilojoule / mole	17.95661929019305 kilojoule / mole	17.95661929019305 kilojoule / mole	-20.75957049873031 kilojoule / mole	0.19587
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-10.521077917603096 kilojoule / mole	-10.521077917603096 kilojoule / mole	-40.193948535243734 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	3.33333 millimolar / second	-39.55379493750647 kilojoule / mole	-31.451960763434435 kilojoule / mole	-31.451960763434435 kilojoule / mole	-27.069547119235445 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.201803634130385 kilojoule / mole	-46.315843364921236 kilojoule / mole	-63.43068089964227 kilojoule / mole	-38.08071509868556 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.326148937021344 kilojoule / mole	-39.450742604532294 kilojoule / mole	-22.335905069811258 kilojoule / mole	-20.759570507707913 kilojoule / mole	0.06251
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.5569274338457717 kilojoule / mole	-20.759570481781378 kilojoule / mole	-20.759570481781378 kilojoule / mole	-20.75957050165884 kilojoule / mole	0.10718
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	3.33333 millimolar / second	-22.39011686094136 kilojoule / mole	-22.40764188812498 kilojoule / mole	-22.40764188812498 kilojoule / mole	-23.615292134779512 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	3.33333 millimolar / second	-0.14907495812690286 kilojoule / mole	-6.0259991060994516 kilojoule / mole	-6.0259991060994516 kilojoule / mole	-20.759570504845215 kilojoule / mole	0.07085
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.16223184156047 kilojoule / mole	13.470104527678298 kilojoule / mole	-3.644733007042734 kilojoule / mole	-20.759570514000988 kilojoule / mole	0.0385
RXN-14047	C00311 = C00158	3.33333 millimolar / second	-6.843282680861449 kilojoule / mole	-6.842497886064593 kilojoule / mole	-6.842497886064593 kilojoule / mole	-20.759570505365588 kilojoule / mole	0.07085
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.583323358306416 kilojoule / mole	27.420959541396424 kilojoule / mole	27.420959541396424 kilojoule / mole	-20.759570498739212 kilojoule / mole	0.19587
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.4870709983936 kilojoule / mole	-29.4870709983936 kilojoule / mole	-21.388609926168133 kilojoule / mole	0.0
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	C00005 + C00080 + C03082 = C00006 + C00009 + C00441	3.33333 millimolar / second	20.34505342193961 kilojoule / mole	18.813945332052675 kilojoule / mole	1.6991077973316433 kilojoule / mole	-20.759570508507004 kilojoule / mole	0.06251
ASPARTATEKIN-RXN	C00002 + C00049 = C00008 + C03082	3.33333 millimolar / second	22.274273316339645 kilojoule / mole	17.68095167599359 kilojoule / mole	17.68095167599359 kilojoule / mole	-20.7595705082517 kilojoule / mole	0.06251
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	3.33333 millimolar / second	-7.716096846263326 kilojoule / mole	-3.875489097192594 kilojoule / mole	-3.875489097192594 kilojoule / mole	-21.27483577115385 kilojoule / mole	0.0
ATP-CITRATE-PRO-S--LYASE-RXN	C00002 + C00010 + C00158 = C00008 + C00009 + C00024 + C00036	3.33333 millimolar / second	8.55195444534661 kilojoule / mole	8.551632718826374 kilojoule / mole	-8.56320481589466 kilojoule / mole	-20.759570507375756 kilojoule / mole	0.06251
