reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-40.7789903825311 kilojoule / mole	-23.664152847810062 kilojoule / mole	-24.512414762909124 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417402 kilojoule / mole	-4.983878348736798 kilojoule / mole	-4.983878348736798 kilojoule / mole	-35.3788017781371 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454693686 kilojoule / mole	-5.371230568549079 kilojoule / mole	11.743606966171955 kilojoule / mole	11.20288038462762 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	6.66667 millimolar / second	19.810021191652595 kilojoule / mole	19.84077471103559 kilojoule / mole	19.84077471103559 kilojoule / mole	11.120230094391982 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-5.107419953032398 kilojoule / mole	-5.107419953032398 kilojoule / mole	-36.83453856026622 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	3.33333 millimolar / second	-39.55379493750647 kilojoule / mole	-39.68527962141936 kilojoule / mole	-39.68527962141936 kilojoule / mole	-64.59649948689845 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.749995689066602 kilojoule / mole	3.749995689066602 kilojoule / mole	15.563026705320414 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	3.33333 millimolar / second	61.21694462493679 kilojoule / mole	61.14880280945267 kilojoule / mole	61.14880280945267 kilojoule / mole	11.224397268735185 kilojoule / mole	0.0
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	3.33333 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.4287898076542414 kilojoule / mole	-3.4287898076542414 kilojoule / mole	-0.9569267817803546 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	6.66667 millimolar / second	-63.201803634130385 kilojoule / mole	-62.91281929065114 kilojoule / mole	-80.02765682537218 kilojoule / mole	-73.63759456898559 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	6.66667 millimolar / second	-39.326148937021344 kilojoule / mole	-39.32624528440808 kilojoule / mole	-22.211407749687044 kilojoule / mole	17.725024434636435 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	6.66667 millimolar / second	-3.5569274338457717 kilojoule / mole	-3.451889145170345 kilojoule / mole	-3.451889145170345 kilojoule / mole	-5.242873567696593 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NAD//L-ASPARTATE-SEMIALDEHYDE/NADH/PROTON.51.	C00004 + C00080 + C00441 = C00003 + C00263	6.66667 millimolar / second	-22.520671894942552 kilojoule / mole	-22.530377548547968 kilojoule / mole	-22.530377548547968 kilojoule / mole	17.790743981814316 kilojoule / mole	0.0
RXN-14103	C00016 + C00080 + C02630 = C00026 + C01352	3.33333 millimolar / second	-0.14907495812690286 kilojoule / mole	-0.10183491251639556 kilojoule / mole	-0.10183491251639556 kilojoule / mole	17.316190582024017 kilojoule / mole	0.0
