reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.53471303267642 kilojoule / mole	-6.53471303267642 kilojoule / mole	-41.59996079603821 kilojoule / mole	0.0
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.51093485772401 kilojoule / mole	-32.517010376246496 kilojoule / mole	-32.517010376246496 kilojoule / mole	-24.527067763138717 kilojoule / mole	0.0
PYRUVATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00024 = C00006 + C00010 + C00022	3.33333 millimolar / second	34.15490275679191 kilojoule / mole	34.223547153362055 kilojoule / mole	34.223547153362055 kilojoule / mole	-10.874745990536827 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-5.044776519972567 kilojoule / mole	-5.044776519972567 kilojoule / mole	-43.19640096916797 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.34585552986203 kilojoule / mole	-23.34585552986203 kilojoule / mole	-19.418283301723324 kilojoule / mole	0.0
MALYL-COA-LYASE-RXN	C04348 = C00024 + C00048	3.33333 millimolar / second	16.1622318415602 kilojoule / mole	16.487700191419137 kilojoule / mole	-0.6271373433018971 kilojoule / mole	-10.861440927058005 kilojoule / mole	0.0
PEPDEPHOS-RXN	C00002 + C00022 = C00008 + C00074 + C00080	3.33333 millimolar / second	27.5833233583064 kilojoule / mole	27.647016188915845 kilojoule / mole	27.647016188915845 kilojoule / mole	-12.982253648182036 kilojoule / mole	0.0
MALATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00036 + C00080 = C00006 + C00149	3.33333 millimolar / second	-29.4276561314241 kilojoule / mole	-29.4621910376566 kilojoule / mole	-29.4621910376566 kilojoule / mole	-19.22593026034187 kilojoule / mole	0.0
RXN-13230	C06028 = C18323	3.33333 millimolar / second	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	1.3574208423960954e-10 kilojoule / mole	-9.95759864953388 kilojoule / mole	0.32089
RXN-8965	C00001 + C18323 = C01011	3.33333 millimolar / second	-0.3988046682220556 kilojoule / mole	-2.599497568934355 kilojoule / mole	-2.599497568934355 kilojoule / mole	-9.95759864955071 kilojoule / mole	0.32089
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	3.33333 millimolar / second	-60.75613024174572 kilojoule / mole	-55.243180379046464 kilojoule / mole	-55.243180379046464 kilojoule / mole	-29.884662620351133 kilojoule / mole	0.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.907933190874758 kilojoule / mole	9.7500085604373 kilojoule / mole	-7.364828974283734 kilojoule / mole	-21.940631425620904 kilojoule / mole	0.0
MALATE--COA-LIGASE-RXN	C00002 + C00010 + C00149 = C00008 + C00009 + C04348	3.33333 millimolar / second	-7.716096846263554 kilojoule / mole	-6.708564162594238 kilojoule / mole	-6.708564162594238 kilojoule / mole	-13.542385005330072 kilojoule / mole	0.0
CITRAMALYL-COA-LYASE-RXN	C01011 = C00022 + C00024	3.33333 millimolar / second	7.059838100394472 kilojoule / mole	8.878529006040019 kilojoule / mole	-8.236308528681015 kilojoule / mole	-18.18310027274461 kilojoule / mole	0.0
RXN-8960	C06027 = C00001 + C06028	3.33333 millimolar / second	-3.686969438274673 kilojoule / mole	-4.453515001191898 kilojoule / mole	-4.453515001191898 kilojoule / mole	-9.957598649548247 kilojoule / mole	0.32089
RXN-8961	C00048 + C00100 = C06027	3.33333 millimolar / second	-15.049597135861177 kilojoule / mole	-21.36749034933773 kilojoule / mole	-4.2526528146166935 kilojoule / mole	-9.957598652972479 kilojoule / mole	0.03734
