reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.6959173847523 kilojoule / mole	-6.6959173847523 kilojoule / mole	-26.47714040437049 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-22.097407792372337 kilojoule / mole	-4.982570257651304 kilojoule / mole	12.125734727325487 kilojoule / mole	0.0
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	3.33333 millimolar / second	1.7911890349712394 kilojoule / mole	1.6751075279178826 kilojoule / mole	1.6751075279178826 kilojoule / mole	9.668919246166022 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	3.33333 millimolar / second	-25.355278707548877 kilojoule / mole	-25.34225492750395 kilojoule / mole	-8.22741739278292 kilojoule / mole	2.6027318647877125 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-5.116547637468759 kilojoule / mole	-5.116547637468759 kilojoule / mole	-38.22961381059956 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.381975656933913 kilojoule / mole	3.381975656933913 kilojoule / mole	13.52525830529354 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916467 kilojoule / mole	-23.31547165861561 kilojoule / mole	-23.31547165861561 kilojoule / mole	11.922754524324107 kilojoule / mole	0.0
PHOSACETYLTRANS-RXN	C00010 + C00227 = C00009 + C00024	3.33333 millimolar / second	-8.878981560285837 kilojoule / mole	-8.880365039675032 kilojoule / mole	-8.880365039675032 kilojoule / mole	3.144476012892473 kilojoule / mole	0.0
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	3.33333 millimolar / second	19.31563986192012 kilojoule / mole	19.326819905499615 kilojoule / mole	19.326819905499615 kilojoule / mole	17.82567091152748 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.571516194760434 kilojoule / mole	34.16134039212774 kilojoule / mole	34.16134039212774 kilojoule / mole	18.86348903402902 kilojoule / mole	0.0
RXN-7566	C00009 + C00037 + C00080 + C00342 = C00001 + C00014 + C00227 + C00343	3.33333 millimolar / second	-2.7069868415694742 kilojoule / mole	-2.7108669765347813 kilojoule / mole	-2.7108669765347813 kilojoule / mole	17.51756924609268 kilojoule / mole	0.0
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	3.33333 millimolar / second	-26.098062187153445 kilojoule / mole	-25.96581032875399 kilojoule / mole	-25.96581032875399 kilojoule / mole	-100.4262742350342 kilojoule / mole	0.0
1.2.1.13-RXN	C00005 + C00080 + C00236 = C00006 + C00009 + C00118	3.33333 millimolar / second	-4.472156458657167 kilojoule / mole	-4.4582898833656746 kilojoule / mole	-21.573127418086706 kilojoule / mole	13.215319799252521 kilojoule / mole	0.0
N-METHYL-L-AMINO-ACID-OXIDASE-RXN-CPD-298/OXYGEN-MOLECULE/WATER//L-ALPHA-ALANINE/FORMALDEHYDE/HYDROGEN-PEROXIDE.78.	C00001 + C00007 + C02721 = C00027 + C00041 + C00067	3.33333 millimolar / second	-68.9962422617597 kilojoule / mole	-48.188461362306384 kilojoule / mole	-65.30329889702742 kilojoule / mole	-39.27113496588017 kilojoule / mole	0.0
RXN-8968	C00002 + C00005 + C00010 + C00080 + C01013 = C00001 + C00006 + C00013 + C00020 + C00100	3.33333 millimolar / second	-60.75613024174531 kilojoule / mole	-60.59794302674687 kilojoule / mole	-60.59794302674687 kilojoule / mole	-9.155618100826683 kilojoule / mole	0.0
RXN-16774	C00003 + C00027 = C00007 + C00080 + C21424	3.33333 millimolar / second	131.89141496345414 kilojoule / mole	108.56049185363644 kilojoule / mole	108.56049185363644 kilojoule / mole	28.691250023038677 kilojoule / mole	1.0
RXN-8963	C00005 + C00080 + C00083 = C00006 + C00010 + C00222	3.33333 millimolar / second	9.9079331908747 kilojoule / mole	9.941881597820055 kilojoule / mole	-7.172955936900977 kilojoule / mole	13.133773991146166 kilojoule / mole	0.0
