Reaction ID	Fluxes	Equation(ID)
RXN-8957	3.33333	C00011 + C00877 + C00005 --> C18026 + C00006
ISOCITDEH-RXN	3.33333	C00011 + C00005 + C00026 --> C00006 + C00311
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	3.33333	C00011 + C00005 + C00091 --> C00010 + C00006 + C00026
PHOSACETYLTRANS-RXN	-3.33333	C00024 + C00009 <=> C00227 + C00010
RXN-12957	3.33333	C00028 + C00527 <=> C00030 + C02411
SUCCCOASYN-RXN[CCO-CYTOSOL]-SUC/ATP/CO-A//SUC-COA/ADP/Pi.42.	3.33333	C00002 + C00010 + C00042 --> C00008 + C00009 + C00091
RXN-7566	3.33333	C00037 + C00080 + C00009 + C00342 --> C00227 + C00014 + C00343 + C00001
RXN-11667	3.33333	C01144 <=> C00877 + C00001
RXN-11662	-3.33333	C00003 + C01144 <=> C00332 + C00004 + C00080
RXN-13230	3.33333	C06028 <=> C18323
RXN-8965	3.33333	C18323 + C00001 --> C01011
GLUTARYL-COA-DEHYDROG-RXN	-3.33333	C04253 + C00527 + C00080 <=> ETF__45__Reduced_c + C02411
CITRAMALYL-COA-LYASE-RXN	3.33333	C01011 --> C00024 + C00022
ACETYL-COA-ACETYLTRANSFER-RXN	3.33333	2.0 C00024 <=> C00332 + C00010
RXN-16391	3.33333	C18026 --> C20238
RXN-8958	3.33333	C20238 --> C18324
GLYCINE-DEHYDROGENASE-RXN	-3.33333	C00037 + C00003 + C00001 <=> C00014 + C00048 + C00004 + C00080
RXN-8959	3.33333	C18324 + C04253 + C00080 --> C06028 + ETF__45__Reduced_c
ISOCIT-CLEAV-RXN	3.33333	C00311 <=> C00048 + C00042
