reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.685020613438823 kilojoule / mole	-6.685020613438823 kilojoule / mole	-38.83395077498605 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-5.375016105912395 kilojoule / mole	11.739821428808638 kilojoule / mole	10.52928979405828 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-22.089538842645133 kilojoule / mole	-4.974701307924098 kilojoule / mole	7.321575336843397 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	3.33333 millimolar / second	-25.355278707548877 kilojoule / mole	-25.341106562993147 kilojoule / mole	-8.226269028272114 kilojoule / mole	0.5498769123486544 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-5.110303491551329 kilojoule / mole	-5.110303491551329 kilojoule / mole	-38.25047446045618 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	3.33333 millimolar / second	-39.55379493750601 kilojoule / mole	-39.680528651644956 kilojoule / mole	-39.680528651644956 kilojoule / mole	-66.0870221180672 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.6334325827334815 kilojoule / mole	3.6334325827334815 kilojoule / mole	14.586817524933368 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916297 kilojoule / mole	-23.314339897153385 kilojoule / mole	-23.314339897153385 kilojoule / mole	2.41230911549398 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.571516194760434 kilojoule / mole	34.125149437717695 kilojoule / mole	34.125149437717695 kilojoule / mole	16.72783454530232 kilojoule / mole	0.0
2.6.1.35-RXN	C00036 + C00037 = C00048 + C00049	3.33333 millimolar / second	5.688872197516531 kilojoule / mole	5.6299279527422605 kilojoule / mole	5.6299279527422605 kilojoule / mole	6.812907363288317 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.20180363413033 kilojoule / mole	-62.92330131028145 kilojoule / mole	-80.03813884500248 kilojoule / mole	-72.34502858092542 kilojoule / mole	0.0
