reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-18384	C00005 + C00011 + C00894 = C00006 + C01213	3.33333 millimolar / second	-40.836293713945 kilojoule / mole	-40.34815613513058 kilojoule / mole	-23.233318600409547 kilojoule / mole	-28.93826444853896 kilojoule / mole	0.0
OXOGLUTARATE-DEHYDROGENASE-NADP+-RXN	C00005 + C00011 + C00091 = C00006 + C00010 + C00026	3.33333 millimolar / second	28.13123107157017 kilojoule / mole	18.255134805827844 kilojoule / mole	18.255134805827844 kilojoule / mole	-16.066212843444063 kilojoule / mole	0.06081
2-OXOBUTYRATE-SYNTHASE-RXN	C00011 + C00080 + C00100 + 2 C00138 = C00010 + C00109 + 2 C00139	3.33333 millimolar / second	1.7911890349710688 kilojoule / mole	2.5549349155006666 kilojoule / mole	2.5549349155006666 kilojoule / mole	-18.627158338923454 kilojoule / mole	0.0
LACTATE-ALDOLASE-RXN	C00058 + C00084 = C00186	3.33333 millimolar / second	-24.571508847278608 kilojoule / mole	-25.83482847396397 kilojoule / mole	-8.719990939242939 kilojoule / mole	-16.066212843583955 kilojoule / mole	0.06081
PHOSGLYPHOS-RXN	C00002 + C00197 = C00008 + C00236	3.33333 millimolar / second	19.315639861920175 kilojoule / mole	19.249204877747136 kilojoule / mole	19.249204877747136 kilojoule / mole	-18.722251077987156 kilojoule / mole	0.0
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	3.33333 millimolar / second	-3.556927433845864 kilojoule / mole	-10.766946714259422 kilojoule / mole	-10.766946714259422 kilojoule / mole	-16.06621285245497 kilojoule / mole	0.02317
S-2-METHYLMALATE-DEHYDRATASE-RXN	C00001 + C01732 = C00815	3.33333 millimolar / second	1.9867945547151749 kilojoule / mole	-4.447448935915601 kilojoule / mole	-4.447448935915601 kilojoule / mole	-16.066212840130987 kilojoule / mole	0.15879
1.2.7.6-RXN	C00001 + C00118 + 2 C00139 = 3 C00080 + 2 C00138 + C00197	3.33333 millimolar / second	-26.098062187153218 kilojoule / mole	-26.077511528107745 kilojoule / mole	-26.077511528107745 kilojoule / mole	-21.724131455140988 kilojoule / mole	0.0
1.2.1.13-RXN	C00005 + C00080 + C00236 = C00006 + C00009 + C00118	3.33333 millimolar / second	-4.472156458657118 kilojoule / mole	-4.753047094173234 kilojoule / mole	-21.867884628894267 kilojoule / mole	-35.93274531600712 kilojoule / mole	0.0
METHYLASPARTATE-MUTASE-RXN	C00025 = C03618	3.33333 millimolar / second	6.9883666004500355 kilojoule / mole	6.648208747796458 kilojoule / mole	6.648208747796458 kilojoule / mole	-16.066212840185578 kilojoule / mole	0.15879
RXN-781	C00827 = C00001 + C00894	3.33333 millimolar / second	2.092265197749839 kilojoule / mole	0.37070485535847 kilojoule / mole	0.37070485535847 kilojoule / mole	-16.066212843569655 kilojoule / mole	0.06081
METHYLASPARTATE-AMMONIA-LYASE-RXN	C03618 = C00014 + C01732	3.33333 millimolar / second	4.48362875057893 kilojoule / mole	4.313541346835828 kilojoule / mole	-12.801296187885205 kilojoule / mole	-16.06621284020379 kilojoule / mole	0.15879
GLUTDEHYD-RXN	C00005 + C00014 + C00026 + C00080 = C00001 + C00006 + C00025	3.33333 millimolar / second	-36.35101950970204 kilojoule / mole	-36.549477458383386 kilojoule / mole	-19.434639923662353 kilojoule / mole	-16.06621284022045 kilojoule / mole	0.15879
PROPIONLACT-RXN	C00100 + C00186 = C00163 + C00827	3.33333 millimolar / second	-9.66532174505707 kilojoule / mole	-10.059093534870392 kilojoule / mole	-10.059093534870392 kilojoule / mole	-16.06621284351615 kilojoule / mole	0.06081
METHYLMALONYL-COA-MUT-RXN	C01213 = C00091	3.33333 millimolar / second	-8.353466868023588 kilojoule / mole	-11.312789605297242 kilojoule / mole	-11.312789605297242 kilojoule / mole	-16.066212843595807 kilojoule / mole	0.06081
ACETATE--COA-LIGASE-ADP-FORMING-RXN	C00002 + C00010 + C00033 = C00008 + C00009 + C00024	3.33333 millimolar / second	4.750656085798937 kilojoule / mole	4.736068308706345 kilojoule / mole	4.736068308706345 kilojoule / mole	-17.092829975348813 kilojoule / mole	0.0
PROPANOATECOA-LIGASE-RXN	C00002 + C00010 + C00163 = C00008 + C00009 + C00100	3.33333 millimolar / second	11.805902603181067 kilojoule / mole	12.05283666539242 kilojoule / mole	12.05283666539242 kilojoule / mole	-16.066212847010238 kilojoule / mole	0.03764
CITRAMALATE-LYASE-RXN	C00815 = C00022 + C00033	3.33333 millimolar / second	-2.8760864197276987 kilojoule / mole	3.1612863086717464 kilojoule / mole	-13.953551226049287 kilojoule / mole	-17.074904830966233 kilojoule / mole	0.0
ACETALD-DEHYDROG-RXN	C00004 + C00024 + C00080 = C00003 + C00010 + C00084	3.33333 millimolar / second	17.622874712735666 kilojoule / mole	18.102814386593796 kilojoule / mole	0.9879768518727606 kilojoule / mole	-16.8112202001259 kilojoule / mole	0.0
