reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
ACETYL-COA-CARBOXYLTRANSFER-RXN	C00002 + C00024 + C00288 = C00008 + C00009 + C00080 + C00083	3.33333 millimolar / second	-6.819476712687852 kilojoule / mole	-6.68501889143006 kilojoule / mole	-6.68501889143006 kilojoule / mole	-33.684105875650836 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417367 kilojoule / mole	-4.981840892399857 kilojoule / mole	-4.981840892399857 kilojoule / mole	-28.983348697644775 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-22.08955097805707 kilojoule / mole	-4.974713443336037 kilojoule / mole	10.245722837322603 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	3.33333 millimolar / second	-25.355278707548877 kilojoule / mole	-25.341105890392484 kilojoule / mole	-8.226268355671452 kilojoule / mole	1.6622368391034943 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	6.66667 millimolar / second	-5.187235000808812 kilojoule / mole	-5.110316549426005 kilojoule / mole	-5.110316549426005 kilojoule / mole	-40.32587828187487 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.633461125090457 kilojoule / mole	3.633461125090457 kilojoule / mole	10.235867999831097 kilojoule / mole	0.0
RXN-8974	C00005 + C00080 + C00222 = C00006 + C01013	3.33333 millimolar / second	-23.328358352916467 kilojoule / mole	-23.314341435141085 kilojoule / mole	-23.314341435141085 kilojoule / mole	4.221371976906032 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.57151619476036 kilojoule / mole	34.12523567224597 kilojoule / mole	34.12523567224597 kilojoule / mole	16.70359393332344 kilojoule / mole	0.0
2.6.1.35-RXN	C00036 + C00037 = C00048 + C00049	3.33333 millimolar / second	5.6888721975165595 kilojoule / mole	5.629924800803432 kilojoule / mole	5.629924800803432 kilojoule / mole	8.318675513666784 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	3.33333 millimolar / second	-63.20180363413033 kilojoule / mole	-62.9234044627539 kilojoule / mole	-80.03824199747493 kilojoule / mole	-75.2278554698643 kilojoule / mole	0.0
