reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
RXN-8457	C00001 + C00002 + C00011 + C00026 = C00008 + C00009 + 2 C00080 + C05379	3.33333 millimolar / second	-14.212150054010465 kilojoule / mole	-4.280285925165472 kilojoule / mole	-4.280285925165472 kilojoule / mole	-67.03015512656916 kilojoule / mole	0.0
PYRUVATE-CARBOXYLASE-RXN	C00002 + C00022 + C00288 = C00008 + C00009 + C00036 + C00080	3.33333 millimolar / second	-4.927611499417537 kilojoule / mole	-5.244938623656963 kilojoule / mole	-5.244938623656963 kilojoule / mole	-37.25861442487698 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-6.789323978217258 kilojoule / mole	10.325513556503775 kilojoule / mole	-10.141665089811182 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	6.66667 millimolar / second	19.810021191652595 kilojoule / mole	19.57497454621484 kilojoule / mole	19.57497454621484 kilojoule / mole	-8.10574934750819 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.1872350008087835 kilojoule / mole	-6.536938680038256 kilojoule / mole	-6.536938680038256 kilojoule / mole	-31.993125310557467 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	6.66667 millimolar / second	-39.55379493750647 kilojoule / mole	-35.187060102652005 kilojoule / mole	-35.187060102652005 kilojoule / mole	-31.610724656043587 kilojoule / mole	0.0
FUMARATE-REDUCTASE-NADH-RXN	C00003 + C00042 = C00004 + C00080 + C00122	3.33333 millimolar / second	61.21694462493679 kilojoule / mole	55.71245658239849 kilojoule / mole	55.71245658239849 kilojoule / mole	-6.3032101919247445 kilojoule / mole	0.25
FUMHYDR-RXN[CCO-CYTOSOL]-MAL//FUM/WATER.28.	C00001 + C00122 = C00149	3.33333 millimolar / second	-3.4300285975664337 kilojoule / mole	-3.4695694392492338 kilojoule / mole	-3.4695694392492338 kilojoule / mole	-6.303210191960438 kilojoule / mole	0.25
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	6.66667 millimolar / second	-63.201803634130385 kilojoule / mole	-57.34570616582034 kilojoule / mole	-74.46054370054138 kilojoule / mole	-55.69726467262052 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	6.66667 millimolar / second	-39.326148937021344 kilojoule / mole	-39.352105886298574 kilojoule / mole	-22.23726835157754 kilojoule / mole	-6.303210193620986 kilojoule / mole	0.04532
KETOBUTFORMLY-RXN	C00010 + C00109 = C00058 + C00100	6.66667 millimolar / second	-3.5569274338457717 kilojoule / mole	-0.30357992661421296 kilojoule / mole	-0.30357992661421296 kilojoule / mole	-9.086901919088675 kilojoule / mole	0.0
HOMOSERDEHYDROG-RXN-HOMO-SER/NADP//L-ASPARTATE-SEMIALDEHYDE/NADPH/PROTON.53.	C00005 + C00080 + C00441 = C00006 + C00263	6.66667 millimolar / second	-22.39011686094136 kilojoule / mole	-22.409218035103375 kilojoule / mole	-22.409218035103375 kilojoule / mole	-15.605125158955694 kilojoule / mole	0.0
