reaction_id	reaction_formula	flux	original_standard_dg_prime	standard_dg_prime	physiological_dg_prime	optimized_dg_prime	shadow_price
PEPCARBOX-RXN	C00074 + C00288 = C00009 + C00036	3.33333 millimolar / second	-32.510934857724 kilojoule / mole	-32.59235224499121 kilojoule / mole	-32.59235224499121 kilojoule / mole	-25.47924901810605 kilojoule / mole	0.0
ISOCITDEH-RXN	C00005 + C00011 + C00026 = C00006 + C00311	3.33333 millimolar / second	-5.475979454694226 kilojoule / mole	-5.3731024430232734 kilojoule / mole	11.741735091697759 kilojoule / mole	10.972794630356027 kilojoule / mole	0.0
GCVMULTI-RXN-GLY/THF/NAD//METHYLENE-THF/AMMONIUM/CARBON-DIOXIDE/NADH.56.	C00004 + C00011 + C00014 + C00143 = C00003 + C00037 + C00101	3.33333 millimolar / second	-22.18646711534643 kilojoule / mole	-22.08770327601342 kilojoule / mole	-4.972865741292388 kilojoule / mole	5.180438564261479 kilojoule / mole	0.0
RXN-2881-FORMALDEHYDE/THF//METHYLENE-THF/WATER.38.	C00067 + C00101 = C00001 + C00143	3.33333 millimolar / second	-25.355278707548877 kilojoule / mole	-25.340836288215293 kilojoule / mole	-8.225998753494258 kilojoule / mole	0.26151550741901425 kilojoule / mole	0.0
PYRUVFORMLY-RXN	C00024 + C00058 = C00010 + C00022	3.33333 millimolar / second	19.81002119165261 kilojoule / mole	19.840224450504678 kilojoule / mole	19.840224450504678 kilojoule / mole	10.516665597035512 kilojoule / mole	0.0
RXN0-5224	C00001 + C00011 = C00080 + C00288	3.33333 millimolar / second	-5.187235000808812 kilojoule / mole	-5.108845637500371 kilojoule / mole	-5.108845637500371 kilojoule / mole	-37.92285939024904 kilojoule / mole	0.0
HYDGLUTSYN-RXN	C00001 + C00048 + C00100 = C00010 + C00080 + C02630	3.33333 millimolar / second	-39.55379493750647 kilojoule / mole	-39.68292628814723 kilojoule / mole	-39.68292628814723 kilojoule / mole	-65.07314987745245 kilojoule / mole	0.0
RXN-16767	C21424 = C00004	3.33333 millimolar / second	0.5321601063815251 kilojoule / mole	3.692397194410214 kilojoule / mole	3.692397194410214 kilojoule / mole	13.396306952386466 kilojoule / mole	0.0
ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN-L-ALPHA-ALANINE/2-OXOBUTANOATE//PYRUVATE/CPD-298.49.	C00041 + C00109 = C00022 + C02721	3.33333 millimolar / second	34.57151619476036 kilojoule / mole	34.11665710931595 kilojoule / mole	34.11665710931595 kilojoule / mole	16.40714767998518 kilojoule / mole	0.0
2.6.1.35-RXN	C00036 + C00037 = C00048 + C00049	3.33333 millimolar / second	5.6888721975165595 kilojoule / mole	5.6288047755512896 kilojoule / mole	5.6288047755512896 kilojoule / mole	-0.9508300651038306 kilojoule / mole	0.0
HOMOSERDEAM-RXN	C00263 = C00014 + C00109	6.66667 millimolar / second	-63.20180363413033 kilojoule / mole	-62.91800367510136 kilojoule / mole	-80.0328412098224 kilojoule / mole	-73.83169349735934 kilojoule / mole	0.0
1.4.1.21-RXN-L-ASPARTATE/NAD/WATER//OXALACETIC_ACID/AMMONIUM/NADH/PROTON.60.	C00004 + C00014 + C00036 + C00080 = C00001 + C00003 + C00049	3.33333 millimolar / second	-39.32614893702112 kilojoule / mole	-39.32624357738059 kilojoule / mole	-22.211406042659554 kilojoule / mole	18.677849319375802 kilojoule / mole	0.0
